SA3_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20101,0,17,24,125,13,4,0,0,0,184,0,0,4,11,26,5,0,0,0,42,6,54,70,319,91,57,37,10,0,638,0,0,0,17,7,13,7,5,4,57,0,0,0,4,0,5,0,4,0,18,0,11,13,49,37,67,108,85,24,392,0,5,14,20,22,6,5,0,0,81,5,18,21,93,44,47,27,7,0,273,0,13,18,155,39,15,8,0,3,258,0,4,3,35,11,3,0,0,0,54,0,16,29,66,36,13,5,0,0,161,0,0,0,4,4,0,3,0,0,21,0,32,34,102,48,47,44,19,0,321,0,5,26,85,24,18,11,4,0,163,0,4,0,15,9,12,17,12,4,71,0,7,7,40,16,7,6,6,0,92,13,63,110,389,162,159,154,104,49,1199,258,616,691,1414,640,633,631,493,279,5653,6749,15157,14504,30135,14251,13656,12107,6773,2878,116201
20102,0,0,0,5,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,8,0,3,10,34,16,6,6,0,0,73,0,0,0,11,6,3,7,4,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,15,25,28,45,25,13,151,0,4,0,9,10,3,0,0,0,23,0,3,3,16,21,13,15,3,0,81,0,0,8,10,0,3,0,6,0,31,0,0,0,3,0,0,0,0,0,3,0,0,6,11,8,4,0,0,0,29,0,0,0,4,0,0,0,0,0,4,0,4,0,39,29,20,27,4,0,120,0,0,6,15,0,4,0,0,0,23,0,0,0,7,0,12,5,5,0,31,0,0,0,0,4,0,5,0,0,13,0,3,8,78,73,84,108,67,28,450,100,243,154,488,385,405,395,204,88,2456,1467,3577,2645,6194,4600,5145,4575,2079,689,30975
20103,0,0,0,5,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,7,4,20,10,55,17,11,16,3,0,133,0,0,0,0,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,41,26,8,104,0,0,0,0,3,7,0,0,0,8,0,0,5,13,9,11,3,0,0,39,0,0,0,7,0,3,5,0,0,15,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,19,0,0,0,0,0,5,0,0,0,3,0,0,4,8,4,9,22,7,0,50,0,4,0,11,3,0,0,0,0,16,0,0,0,3,12,5,10,0,0,29,0,0,0,0,0,0,4,0,0,6,0,3,5,32,33,45,52,34,11,222,74,246,219,399,347,351,381,240,83,2336,1107,3022,2479,4887,3654,4154,4352,2361,750,26759
20201,0,9,12,82,15,0,0,0,0,116,0,0,3,12,26,8,0,0,0,54,3,39,69,319,101,61,36,10,0,638,0,0,0,8,4,3,8,4,0,30,0,0,0,8,0,0,0,0,0,5,0,0,5,25,24,50,76,55,19,256,0,3,5,18,9,7,10,0,0,45,5,16,39,77,54,27,16,14,4,255,6,21,29,122,36,25,14,8,3,263,0,3,3,47,3,0,0,0,0,62,9,190,306,204,15,21,0,0,0,749,0,0,0,6,6,4,3,0,0,14,5,16,26,47,30,22,18,7,0,169,0,8,8,72,20,16,4,0,0,131,0,0,0,9,10,13,11,5,3,46,0,3,5,30,15,5,5,0,0,65,17,58,66,227,93,89,92,67,17,731,273,598,555,1385,615,646,546,438,243,5307,6186,13209,12471,26561,12136,12212,11096,6354,2812,103034
20202,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,5,0,0,0,48,0,12,12,59,30,10,21,0,0,140,0,0,0,8,4,7,12,0,0,42,0,0,0,0,0,0,0,0,0,4,0,6,3,28,48,55,59,43,10,258,0,4,0,4,4,6,3,0,0,20,0,3,15,48,31,28,30,7,0,162,0,0,0,16,7,12,11,6,0,56,0,0,3,67,0,0,0,3,0,75,0,6,12,18,12,0,0,0,0,52,0,0,0,5,3,0,0,3,0,15,4,13,17,34,42,35,51,22,4,221,0,0,6,36,28,10,0,0,0,79,0,4,0,8,11,11,17,15,5,68,0,0,0,6,5,3,0,3,0,17,3,17,28,130,99,102,120,86,29,616,107,358,298,685,529,587,523,389,207,3676,2401,6300,4611,10564,7608,8128,7624,3923,1340,52500
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,19,19,46,25,8,0,0,0,109,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,8,0,34,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,8,4,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,4,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,10,13,13,23,10,0,63,47,121,99,219,200,258,222,147,75,1387,559,1415,1097,2247,1603,2160,1887,899,371,12224
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,3,21,4,7,4,0,0,33,0,0,0,5,5,8,3,0,3,20,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,22,23,12,6,83,0,0,4,0,9,0,4,0,0,12,0,3,3,20,11,4,7,0,0,42,0,0,0,4,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,3,0,0,5,16,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,3,9,13,7,0,7,0,0,47,0,0,0,0,10,0,0,0,0,12,0,0,0,4,0,0,11,0,0,15,0,0,0,3,4,0,0,0,0,9,0,7,3,41,47,48,50,29,6,238,55,181,106,295,183,185,145,80,23,1252,1473,3429,2475,5514,3152,2896,2289,943,307,22483
20302,14,99,155,449,41,9,9,3,0,780,0,5,4,22,39,22,0,3,0,90,17,92,206,829,328,208,127,29,4,1839,0,0,3,59,37,56,100,41,52,359,0,3,3,22,8,5,0,0,0,41,0,25,26,141,116,244,269,214,74,1105,0,25,38,77,38,43,41,3,3,276,4,35,85,229,121,100,75,30,15,686,7,29,117,438,68,38,53,19,3,770,0,5,4,62,8,5,0,0,0,90,3,159,215,254,69,41,10,0,0,755,0,5,3,38,39,33,21,27,0,165,9,46,69,229,94,64,62,21,0,596,3,19,82,268,114,97,37,10,7,644,0,0,10,33,34,49,50,41,14,224,0,0,21,86,26,21,9,4,0,172,29,231,333,1212,511,676,676,606,272,4540,409,1072,1248,2747,1197,1037,1038,793,337,9877,12345,24745,26893,59626,25859,24118,20738,12319,5340,211986
20303,0,0,6,11,0,0,0,0,0,19,0,0,3,10,16,11,11,0,0,54,0,16,23,93,32,37,17,8,0,229,0,0,0,25,12,9,20,9,11,83,0,0,0,6,0,0,0,0,0,7,0,14,8,69,56,109,165,89,24,532,3,11,3,18,18,11,10,0,0,71,4,25,39,136,97,82,51,23,0,450,0,0,6,34,10,13,6,4,0,76,0,0,4,17,0,0,0,0,0,19,0,7,11,55,21,6,0,0,0,104,0,0,0,5,3,5,4,0,0,15,12,35,28,119,52,53,58,28,0,394,0,0,6,38,15,0,0,0,0,66,0,7,6,14,26,24,23,13,6,110,0,0,5,31,12,6,4,0,0,72,13,55,36,326,171,166,192,124,38,1123,146,467,318,871,579,678,839,524,240,4653,5125,12078,8541,20857,11717,12569,13583,6650,2302,93417
20401,0,0,3,18,3,0,0,0,0,30,0,0,0,14,9,10,0,5,0,43,0,22,18,104,43,40,18,0,0,252,0,0,0,8,5,5,13,5,8,35,0,0,0,0,0,4,0,0,0,3,0,0,0,29,16,56,67,53,17,242,0,3,0,4,8,4,0,0,0,34,0,7,8,48,26,17,18,10,6,149,0,8,6,28,15,13,7,0,0,68,0,0,0,33,0,0,0,0,0,37,3,11,10,52,22,11,4,0,0,110,0,0,0,5,4,6,0,0,0,13,5,6,16,36,21,25,26,8,0,136,0,3,13,25,5,0,0,0,0,53,0,0,0,0,3,10,10,12,3,42,0,0,3,3,6,7,3,0,0,25,5,22,21,117,87,113,138,86,42,633,149,520,494,1047,662,868,739,433,178,5088,2798,6820,6101,12422,7638,9277,8764,4568,1622,60002
20402,0,3,7,24,0,0,0,0,0,33,0,0,0,7,11,5,0,0,0,22,5,18,16,123,22,20,33,6,0,237,0,0,0,0,0,4,0,5,3,17,0,0,5,5,0,3,0,0,0,14,0,4,3,15,15,40,42,29,5,156,3,0,0,0,3,0,0,0,0,17,0,0,5,23,30,16,13,8,0,98,0,4,4,28,11,10,9,0,0,63,0,0,4,10,0,5,0,0,0,16,0,3,6,43,12,0,0,0,0,71,0,0,0,3,0,0,0,0,0,7,0,3,4,26,13,10,26,10,0,91,0,0,0,16,4,4,0,0,0,30,0,0,0,0,5,4,5,11,0,28,0,0,0,9,0,0,6,0,0,11,3,13,22,74,42,66,81,67,26,395,128,351,283,661,416,509,484,383,195,3406,2386,5561,4789,9912,6129,7116,6839,4093,1632,48454
20403,0,0,0,14,0,0,0,0,0,21,0,0,0,9,22,9,3,0,0,44,3,46,46,202,65,46,28,5,0,445,0,0,0,3,9,4,12,12,13,49,0,0,0,8,0,0,0,0,0,10,0,0,3,34,36,60,68,59,15,267,0,0,0,9,12,3,0,0,0,27,0,7,26,57,37,32,8,5,0,174,0,10,3,35,19,7,3,3,0,75,0,5,3,33,4,0,0,0,0,45,0,15,5,29,25,7,0,0,0,85,0,0,0,3,0,0,0,0,0,7,5,6,14,60,23,38,44,6,0,198,5,41,23,107,14,3,4,0,0,203,0,0,3,10,12,18,17,12,0,74,0,6,10,17,14,9,0,0,0,57,14,111,145,281,171,152,178,173,71,1295,168,532,496,1074,600,663,593,404,195,4731,4183,9912,8375,17824,9705,10517,9363,4856,1745,76475
20501,0,0,4,14,8,3,0,0,0,31,0,0,0,12,10,7,6,0,0,34,4,4,17,92,32,28,14,6,0,206,0,0,0,12,5,11,23,10,4,60,0,0,0,21,0,0,0,0,0,22,0,3,8,10,25,58,87,71,15,282,0,0,7,16,5,5,6,0,0,36,3,18,18,59,38,31,21,12,4,214,0,8,3,68,30,21,13,12,0,155,0,0,10,92,0,0,0,0,0,106,5,10,11,35,26,5,0,0,0,91,0,4,0,0,3,5,0,0,0,17,0,14,9,30,22,17,36,6,0,137,6,11,9,48,16,3,0,4,0,86,0,0,0,7,9,14,14,13,0,65,0,3,0,25,7,4,3,0,0,52,4,25,35,195,95,120,141,108,28,745,159,412,272,834,434,474,451,338,145,3514,3515,7471,6125,13747,6936,7599,7080,3953,1359,57775
20502,0,3,4,9,7,3,0,0,0,28,0,0,3,6,11,3,7,3,0,30,5,28,18,129,55,48,23,8,0,310,0,0,0,0,5,4,14,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16,58,70,72,10,244,0,0,4,3,4,0,3,0,0,24,0,3,9,33,34,29,37,12,0,153,0,0,4,26,6,5,4,7,0,49,0,0,0,20,0,0,0,0,0,17,3,3,9,49,15,9,4,0,0,86,0,0,0,0,3,5,0,0,0,8,0,3,3,16,14,23,40,17,0,116,0,3,3,52,23,11,3,0,0,101,0,0,0,0,4,5,16,11,3,47,0,0,0,4,7,3,9,0,0,20,0,17,16,114,67,68,110,80,29,505,127,381,303,769,501,641,735,486,234,4177,2177,5132,4136,8897,5626,7770,8702,4878,1518,48830
20503,0,0,0,5,0,0,6,0,0,9,0,3,3,0,12,8,4,0,0,39,3,18,18,116,44,42,25,9,3,271,0,0,0,7,18,7,23,8,4,65,0,0,0,3,0,0,0,0,0,4,0,0,3,25,35,88,119,89,30,391,0,0,0,7,3,4,0,0,0,17,0,0,7,37,48,54,44,12,4,210,0,4,9,44,9,23,26,14,3,116,0,0,0,10,3,3,0,0,0,18,0,17,9,46,15,11,6,0,0,103,0,0,0,0,5,0,0,0,0,11,0,15,14,48,28,35,53,13,0,211,0,0,5,40,16,11,7,0,0,79,0,0,0,7,7,20,23,20,3,83,0,0,6,11,3,9,6,4,0,34,4,18,26,141,89,175,176,128,40,787,210,514,353,1055,651,909,940,564,233,5430,3291,8044,6090,13613,8750,11542,12038,6106,2074,71548
20504,0,11,4,42,8,7,5,0,0,63,0,0,0,5,11,5,4,0,0,19,9,29,46,252,86,115,65,18,0,624,0,0,0,13,10,11,37,10,9,87,0,0,0,16,3,4,0,0,0,21,0,0,10,18,29,95,161,124,45,481,0,0,0,15,7,6,0,0,0,25,3,10,14,39,40,31,15,10,0,166,0,9,16,65,32,12,15,6,0,158,0,0,0,13,0,0,0,4,0,24,4,18,33,56,24,11,4,0,0,141,0,0,0,5,0,3,0,0,0,20,4,13,19,37,22,23,27,9,0,151,0,8,0,51,21,15,8,0,0,102,0,0,3,5,5,9,15,8,6,57,0,0,7,10,14,5,6,0,0,44,11,41,78,216,117,168,201,157,70,1040,285,692,629,1466,718,821,714,476,254,6053,4281,9375,8625,18630,9304,10630,9318,5057,1948,77168
20505,0,6,3,17,3,3,0,0,0,28,0,0,0,0,4,5,6,0,0,14,7,21,28,129,52,35,25,6,4,290,0,0,0,4,0,8,11,6,6,36,0,0,0,4,0,0,0,0,0,0,0,3,3,20,14,33,57,30,6,159,0,7,7,9,5,5,6,0,0,24,0,18,15,38,21,13,9,3,0,135,0,0,8,37,12,9,12,3,0,77,0,0,0,21,0,4,3,0,0,33,0,5,14,34,15,6,0,0,0,74,0,0,0,4,3,0,0,0,0,5,6,12,3,29,10,13,29,8,3,108,0,5,9,79,30,31,3,0,0,152,0,0,0,4,7,16,10,3,3,34,0,0,4,6,9,10,4,0,0,27,3,16,16,108,48,89,102,55,17,456,145,344,331,794,443,499,531,296,111,3498,2392,5346,4688,10361,5555,6652,6397,3101,1036,45525
20601,6,20,24,170,22,12,0,0,0,250,0,0,5,17,20,5,0,0,0,50,4,25,52,318,57,38,46,16,5,549,0,0,8,58,23,24,14,4,9,143,0,0,0,6,5,0,0,0,0,7,0,9,13,164,65,55,25,11,3,338,0,15,32,150,40,16,7,0,0,269,0,0,29,168,46,20,14,6,0,280,0,3,18,155,36,43,23,11,4,283,0,0,5,118,9,5,6,3,0,142,3,11,20,131,36,8,8,0,0,222,0,12,0,128,133,166,105,79,5,631,11,32,68,516,97,44,31,13,0,824,6,15,60,211,109,107,62,13,6,581,0,0,3,28,5,9,0,4,0,50,0,0,12,37,10,4,3,0,0,56,10,82,150,1553,320,249,248,161,63,2837,98,145,283,1195,321,279,245,183,106,2861,4121,7501,10417,37408,11163,8269,5590,3551,1854,89874
20602,3,0,3,25,6,0,0,0,0,42,0,0,0,8,14,3,0,0,0,24,0,3,15,91,25,15,19,0,0,166,0,0,0,41,8,7,16,4,8,89,0,0,0,0,0,3,0,0,0,8,0,11,11,99,41,35,26,7,0,237,0,20,9,75,14,6,6,7,0,129,0,4,16,107,36,12,11,0,0,188,0,3,12,81,18,25,20,4,0,161,0,0,3,39,3,4,0,0,0,52,0,12,15,60,27,5,3,0,0,122,0,0,0,19,16,11,7,8,0,70,13,27,33,263,69,38,18,9,0,481,0,4,19,100,83,107,64,36,12,426,0,0,0,19,3,6,7,3,0,41,0,0,0,22,5,5,0,0,0,32,11,27,42,634,185,145,126,94,51,1320,49,128,164,609,223,168,147,104,44,1634,2586,5436,5387,19339,7816,5591,3623,2306,1182,53270
