LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,5,0,5,0,3,0,18,4,0,0,14,5,7,0,3,3,7,0,38,4,4,0,19,0,10,0,0,0,5,0,54,4,0,0,19,0,11,3,0,4,0,0,43,8,0,0,18,0,5,0,0,0,3,0,42,24,5,0,44,3,17,0,0,0,0,0,88,17,3,0,24,0,0,0,0,0,0,0,50,11,0,0,20,3,3,0,0,0,0,0,45,6,0,0,5,4,0,0,0,0,0,0,20,26,0,0,23,4,3,0,0
LGA21370,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,12,3,0,0,0,0,0,3,3,0,3,0,19,0,0,0,5,0,6,0,7,0,6,0,23,3,0,0,5,0,9,0,7,3,17,5,50,9,9,0,5,0,18,0,11,5,20,0,76,7,14,0,31,5,57,4,22,7,36,0,192,14,26,0,89,0,73,8,26,7,33,4,281,23,20,4,117,10,56,6,20,10,21,0,286,34,20,3,114,20,49,10,13,0,20,3,276,138,32,14,291,42,71,11,16,5,23,0,643,141,16,8,238,35,32,16,9,4,9,0,509,138,11,0,150,10,30,0,8,10,12,0,356,91,5,0,83,18,10,3,0,0,0,0,217,182,12,4,143,12,29,4,5
LGA21450,9,0,0,3,0,3,0,4,4,33,0,64,0,0,0,0,0,3,0,5,0,10,0,13,0,0,0,0,0,0,0,3,0,13,0,16,0,0,0,0,0,4,0,3,0,8,0,14,0,4,0,0,0,5,0,9,0,25,0,41,0,0,0,10,0,16,0,10,3,28,0,73,4,15,0,11,0,43,3,48,9,47,0,179,7,20,5,18,7,123,7,55,23,66,3,332,14,46,7,73,10,254,9,93,28,108,0,642,46,99,5,255,37,341,26,109,18,99,7,1049,56,68,14,349,41,356,17,69,23,66,4,1067,155,69,18,475,63,336,23,51,24,65,4,1278,566,136,27,1045,185,593,46,85,30,98,6,2817,626,108,30,1039,169,240,36,57,12,54,7,2377,565,56,16,698,111,205,36,30,10,28,3,1766,416,35,5,374,74,77,20,15,3,14,0,1035,929,60,25,675,122,252,19,28
LGA21610,10,0,4,8,0,16,0,15,8,229,9,297,0,0,0,0,0,0,0,13,0,44,0,62,5,0,5,5,3,8,0,24,7,74,0,126,0,0,0,5,4,12,0,30,3,61,3,120,5,7,0,7,3,24,0,60,6,181,0,298,0,8,0,4,0,62,5,143,20,197,0,444,10,39,5,34,5,217,3,233,42,343,4,935,17,76,5,76,19,570,17,366,67,382,12,1601,37,180,13,185,39,1116,26,451,91,515,20,2673,176,317,26,782,111,1413,68,500,100,489,17,3995,245,236,30,1025,120,1236,53,349,68,390,15,3777,502,256,40,1254,174,1092,57,238,65,300,19,3998,2105,497,68,3074,463,1960,125,428,101,473,23,9319,2199,353,63,2758,423,876,92,209,58,270,14,7313,1953,206,42,1931,290,763,73,114,37,167,11,5579,1495,100,26,1076,169,324,43,59,17,81,14,3411,3260,175,59,1921,283,803,57,112
LGA21670,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,5,3,9,0,28,0,3,0,3,0,8,0,7,8,13,0,46,5,9,0,10,4,22,3,9,3,24,0,84,9,9,0,29,3,27,0,15,0,20,0,117,0,12,0,26,0,16,6,5,3,15,0,88,11,7,4,40,4,20,3,6,0,9,0,105,47,10,3,70,9,16,0,9,0,13,0,174,22,13,3,45,11,12,0,6,0,6,0,102,24,0,0,31,3,5,0,3,0,0,0,70,16,0,0,10,0,3,0,0,0,0,0,41,31,3,0,12,4,0,0,0
LGA21750,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,13,0,3,0,4,0,6,0,10,0,20,0,41,0,7,0,7,0,14,0,10,0,12,0,59,0,8,0,17,3,23,5,14,0,17,0,98,17,14,0,67,12,34,5,8,5,11,0,169,13,13,0,76,12,43,7,3,5,9,0,176,22,20,0,68,7,25,4,18,3,7,0,178,74,31,9,191,20,24,10,14,0,21,5,385,66,12,4,141,15,16,5,4,0,4,0,274,70,11,3,82,10,13,6,3,0,6,0,205,47,0,0,44,6,6,0,0,0,0,0,111,97,9,4,83,7,7,7,3
LGA21830,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,5,0,6,0,24,6,3,0,4,0,13,0,6,0,8,0,47,9,8,0,12,5,24,0,11,7,16,0,85,11,10,4,35,10,37,3,4,4,12,0,119,14,8,5,42,3,16,0,8,0,5,0,111,23,4,3,50,5,20,0,0,5,9,0,127,46,14,3,101,10,21,0,11,7,7,0,221,54,11,11,86,12,14,9,5,4,3,0,195,52,0,5,66,6,10,5,0,0,0,0,152,35,3,0,33,5,4,0,0,0,0,0,83,91,3,0,59,4,14,0,0
LGA21890,3,0,5,0,0,0,0,4,4,57,4,81,0,0,0,0,0,0,0,8,0,13,0,23,0,3,0,0,0,0,0,3,6,19,0,37,0,0,0,5,0,0,0,10,0,24,0,34,0,0,0,0,0,5,0,25,3,44,0,83,0,9,0,4,0,3,0,37,0,48,0,103,6,14,0,8,0,34,8,46,8,105,6,222,4,21,0,16,0,74,4,75,15,135,5,340,4,54,3,53,6,149,11,107,15,136,9,540,29,88,5,131,11,193,16,88,24,161,5,740,46,70,9,130,13,206,13,78,21,135,0,722,74,82,3,197,20,184,32,72,23,119,3,806,210,155,15,571,75,425,30,125,17,171,4,1795,348,126,14,669,118,198,36,74,8,97,8,1690,371,107,12,788,99,225,32,36,10,74,3,1751,417,81,12,505,102,84,24,31,7,36,4,1302,1921,164,33,1800,341,541,55,68
LGA22110,0,0,4,0,0,0,0,0,0,12,0,18,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,22,0,0,0,0,0,4,0,7,0,9,0,21,7,4,0,4,0,8,0,16,0,28,0,71,4,9,0,10,0,31,5,21,6,39,0,124,6,25,0,23,3,49,8,29,8,59,0,218,19,36,7,105,8,71,8,47,4,59,0,374,20,18,5,129,7,74,8,25,0,33,0,315,51,24,0,148,20,48,8,24,9,30,0,364,124,54,13,295,36,70,15,35,13,35,0,704,138,41,9,230,32,32,13,9,3,12,0,522,99,18,5,157,21,25,8,9,3,6,3,354,68,13,4,77,14,8,7,0,0,0,0,187,149,8,5,113,14,29,10,7
LGA22170,0,0,0,4,0,9,0,0,6,36,0,51,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,4,0,5,0,23,0,0,0,0,0,0,0,0,0,15,0,20,3,4,0,0,0,0,6,12,0,22,0,49,0,0,0,4,0,12,0,8,4,29,0,67,4,7,0,7,3,21,0,33,5,66,0,151,9,16,5,13,0,56,12,39,9,75,0,234,6,31,3,53,7,169,8,79,20,125,6,504,33,80,10,170,22,263,16,88,15,133,3,837,48,60,7,292,48,268,20,79,20,81,6,937,105,68,15,382,73,247,23,52,11,75,3,1046,427,158,38,1076,159,497,46,100,24,124,4,2649,544,130,31,1136,174,244,45,77,14,55,4,2446,549,73,24,860,141,203,27,25,13,47,5,1958,485,42,8,502,106,89,19,14,4,26,0,1307,1139,63,25,912,202,305,33,30
LGA22250,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,8,0,4,0,6,0,21,5,0,0,8,0,7,0,9,0,12,0,40,3,0,0,10,0,11,0,5,0,19,0,56,4,7,0,26,7,26,0,5,0,6,0,83,6,3,0,34,3,20,0,5,0,4,0,80,9,6,4,30,8,13,0,0,0,5,0,76,54,3,0,80,9,20,5,5,0,0,0,179,38,3,3,42,7,14,4,0,0,3,0,121,21,3,0,27,0,3,0,0,0,0,0,64,19,3,0,10,3,0,0,3,0,0,0,41,36,4,0,23,4,18,0,0
LGA22310,8,0,0,8,0,7,0,3,4,64,0,93,0,0,0,0,0,0,0,5,0,12,0,23,0,0,0,0,0,0,0,6,6,15,0,26,0,0,0,0,0,0,0,8,0,17,0,26,0,7,0,5,0,0,0,14,3,27,0,60,0,4,0,6,0,6,0,26,4,28,0,79,3,19,0,3,0,21,0,22,3,51,0,127,5,25,4,31,0,47,3,53,9,57,0,238,19,64,3,34,8,82,8,59,10,102,0,386,35,60,3,125,10,115,10,92,10,98,4,572,29,69,10,121,10,160,7,54,9,71,6,546,49,60,7,185,29,161,17,48,14,62,6,639,206,134,16,494,72,477,31,102,19,138,0,1698,367,117,14,719,84,205,24,76,20,76,5,1705,444,89,20,751,110,252,29,61,6,51,4,1804,518,74,17,581,95,107,16,31,3,27,5,1475,3436,228,44,2847,406,1086,66,117
LGA22410,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,10,4,0,0,3,0,3,0,6,0,9,0,18,0,0,0,3,0,4,0,6,0,19,0,33,0,6,0,4,0,4,0,6,7,14,0,44,4,4,0,8,0,28,4,11,6,23,0,89,13,16,0,51,5,35,4,12,4,15,0,151,7,17,0,49,8,29,5,8,7,13,0,136,16,20,9,58,5,29,7,0,0,13,5,156,50,9,4,130,28,51,11,8,4,12,0,314,56,11,0,95,12,24,7,0,0,11,0,220,58,4,6,79,4,10,7,3,0,5,0,171,41,3,0,37,5,9,0,0,0,0,0,94,79,3,0,80,7,17,0,0
LGA22490,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,5,0,4,0,10,0,22,4,5,0,4,0,7,0,11,0,19,0,47,3,5,0,8,3,14,0,5,4,13,0,57,6,7,0,19,4,38,0,19,4,18,0,110,9,11,0,60,5,48,7,24,3,28,3,187,12,12,0,72,7,55,3,9,5,16,0,199,24,12,9,92,12,51,4,14,3,19,0,238,83,30,4,298,42,99,9,15,4,24,0,605,120,26,3,251,35,48,6,6,5,11,0,520,116,19,3,184,34,50,11,8,0,0,0,420,91,4,4,85,21,12,7,0,0,3,0,242,228,15,0,171,28,52,8,9
LGA22620,3,0,0,5,0,6,0,3,0,14,0,29,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,8,0,12,0,6,0,0,3,0,0,4,0,17,0,31,0,0,0,3,0,10,0,16,0,26,0,58,0,5,0,4,0,28,0,40,7,66,0,162,4,23,3,22,5,69,3,50,16,81,4,287,11,52,0,48,3,127,3,85,10,110,0,464,33,68,4,187,37,211,13,96,22,138,0,816,29,47,7,279,37,210,14,59,21,77,0,779,105,67,7,369,67,192,9,46,13,58,3,940,408,132,22,903,109,346,45,67,37,84,7,2170,440,91,23,862,118,139,35,46,7,59,0,1814,413,64,27,660,102,135,33,17,12,28,0,1485,360,39,14,342,59,46,20,13,5,16,0,912,766,53,16,627,90,176,25,17
LGA22670,4,0,0,0,0,5,0,8,10,188,3,212,0,0,0,0,0,5,0,3,0,26,0,36,0,5,0,0,0,9,0,17,7,55,0,87,0,0,0,0,0,7,0,32,0,54,0,94,0,3,0,0,0,9,0,39,8,143,0,207,0,10,0,5,0,54,0,97,14,131,3,317,5,16,0,16,0,144,0,156,16,275,6,639,7,51,4,28,6,326,8,183,33,264,13,933,31,98,4,83,10,531,16,224,36,363,11,1420,101,135,8,282,27,562,23,202,34,316,15,1715,128,116,7,290,36,491,16,161,40,273,8,1578,275,95,10,341,55,381,28,106,9,190,5,1487,748,170,27,716,91,638,29,161,28,333,13,2959,644,95,18,590,98,296,24,85,19,187,7,2065,550,64,5,425,56,236,19,52,12,103,3,1518,378,27,7,237,46,109,9,29,4,47,3,889,786,56,11,385,74,222,7,40
LGA22750,5,0,0,3,0,9,0,3,0,67,0,87,0,0,0,0,0,3,0,4,4,16,0,20,0,0,0,4,0,3,0,5,0,26,0,40,0,0,0,0,0,0,0,9,5,23,0,33,0,3,0,6,0,11,3,15,5,49,0,87,5,6,0,0,0,25,3,37,6,64,0,150,3,9,0,14,4,39,7,68,12,148,0,305,7,36,0,34,11,128,11,109,21,147,9,493,14,59,3,100,16,273,10,188,27,264,9,970,31,160,16,325,55,418,43,178,35,245,6,1514,52,140,14,536,67,402,32,160,34,172,4,1612,146,118,24,629,94,403,46,104,26,143,7,1746,639,290,55,1889,253,866,81,187,54,253,0,4580,802,232,42,1972,263,364,87,102,20,109,4,3991,879,172,32,1720,258,367,70,68,23,74,6,3668,834,81,23,959,150,154,42,33,12,45,0,2330,2244,181,56,2152,360,655,64,87
LGA22830,3,0,0,3,0,3,0,0,0,45,0,58,0,0,0,0,0,3,0,0,0,11,0,13,3,0,0,4,0,7,0,0,0,8,0,25,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,3,4,40,0,52,0,6,0,0,0,7,0,19,4,27,0,65,5,7,0,15,0,15,0,33,0,90,0,167,4,9,0,13,5,45,0,39,4,78,0,198,4,21,5,33,6,105,4,50,9,94,3,337,32,35,7,133,22,131,9,58,17,72,3,518,44,38,4,193,21,119,12,31,7,67,5,543,86,44,6,210,27,107,11,21,7,38,0,559,256,60,18,467,74,148,23,37,12,55,5,1152,273,51,11,391,46,63,14,35,8,30,0,928,213,19,8,302,41,56,9,12,4,13,0,692,197,19,3,158,17,15,4,6,0,3,0,422,417,21,7,293,32,72,5,17
LGA22910,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,14,0,12,0,30,0,9,0,5,0,7,4,9,0,10,0,44,0,4,0,10,5,9,0,12,6,16,0,63,10,17,0,41,4,20,5,10,3,17,0,124,4,15,0,34,4,33,4,5,0,14,0,120,10,10,0,44,6,29,3,4,3,9,0,114,35,30,0,66,16,32,10,11,5,10,0,204,53,21,0,67,12,11,5,4,0,8,0,180,27,9,0,53,6,17,4,3,0,0,0,128,23,5,5,35,0,6,0,0,5,0,0,74,63,9,0,62,10,22,0,8
LGA22980,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,16,0,0,0,5,0,18,0,0,0,8,0,12,0,0,0,9,0,38,5,3,0,9,3,11,0,3,0,15,0,52,0,0,0,20,0,11,0,6,0,3,0,42,4,0,0,24,0,13,0,0,0,0,0,45,20,3,0,44,10,3,0,0,0,3,0,87,17,4,0,14,3,5,0,0,0,5,0,49,10,0,0,17,3,5,0,0,0,0,0,41,0,0,0,10,0,4,0,0,0,0,0,17,26,0,0,29,0,6,0,0
LGA23110,0,0,0,0,4,0,0,4,4,39,0,50,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,7,6,15,0,27,0,0,0,0,0,0,0,9,0,14,0,24,0,0,0,0,0,0,0,12,3,34,0,46,0,0,0,7,0,7,0,23,3,34,0,72,3,11,0,3,0,19,0,36,7,79,0,153,3,12,0,3,0,52,0,39,6,62,0,186,12,27,3,12,5,79,0,47,18,95,5,312,13,47,6,70,10,144,4,62,13,106,6,484,17,34,9,96,13,134,5,56,12,88,0,463,39,37,5,122,21,163,7,40,9,79,3,522,170,73,9,365,61,347,17,81,23,110,4,1272,258,67,10,508,76,137,21,60,11,65,0,1224,298,45,14,519,71,192,29,42,13,35,0,1262,352,35,6,350,74,73,12,20,9,19,4,954,1682,96,23,1228,237,435,34,48
LGA23190,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,0,3,0,3,0,16,4,0,0,4,3,15,0,5,0,13,0,48,4,7,0,13,4,26,0,16,0,17,0,87,6,16,0,58,13,33,0,13,7,12,4,162,11,12,0,70,9,28,5,3,4,9,0,147,16,6,0,83,10,29,4,7,0,6,0,171,80,26,5,176,24,31,3,15,0,5,0,358,95,22,0,149,18,19,4,0,0,9,0,312,82,8,0,99,6,12,0,5,0,0,0,219,53,7,3,46,11,4,3,4,0,0,0,128,103,5,3,94,10,20,9,6
LGA23270,3,0,0,3,0,9,0,10,13,310,4,355,0,5,0,0,0,6,0,13,3,40,0,67,0,0,0,0,0,6,0,22,13,91,0,136,0,7,0,0,0,8,0,40,0,76,0,131,3,6,0,4,0,27,0,84,5,287,0,425,4,10,0,5,3,57,3,162,23,313,6,583,5,22,0,15,5,147,3,283,50,553,7,1092,8,47,5,42,9,351,19,370,69,551,7,1477,9,110,8,114,17,705,25,421,77,696,15,2204,82,181,19,389,55,941,40,409,99,632,17,2867,98,130,18,517,78,835,32,303,77,454,18,2561,255,164,8,664,81,676,32,194,55,381,10,2518,943,240,56,1586,258,1246,79,290,64,596,24,5381,1044,166,31,1405,228,510,64,158,51,348,9,4013,929,94,24,1009,187,443,31,100,21,192,9,3037,722,72,21,591,114,214,33,58,17,92,0,1927,1605,109,30,1086,162,548,35,92
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,0,0,0,0,0,16,8,0,0,3,0,0,0,3,0,9,0,23,3,3,0,11,0,14,0,7,0,11,0,61,6,6,0,29,0,38,0,3,4,13,0,99,12,8,0,50,9,22,0,7,3,8,0,123,18,4,0,47,3,26,0,0,3,7,0,107,74,22,5,125,17,42,11,16,0,12,0,319,77,20,4,117,17,14,6,3,0,8,0,268,66,13,0,85,17,13,0,4,0,3,0,205,61,9,0,50,14,0,0,0,0,0,0,136,135,10,5,89,25,11,0,3
LGA23430,5,0,0,0,0,0,0,5,0,54,0,76,0,0,0,0,0,3,0,4,0,18,0,22,0,0,0,0,0,0,0,9,0,22,4,36,0,0,0,0,0,4,0,7,4,12,0,32,0,3,0,0,0,9,0,10,8,30,0,53,3,5,0,6,0,5,0,17,5,45,4,86,3,13,0,9,0,27,0,38,4,79,0,176,4,18,0,11,5,67,3,73,3,102,0,282,13,43,3,41,9,153,9,92,16,158,3,536,32,55,5,134,18,211,12,93,27,150,0,739,30,68,10,204,26,250,19,85,19,128,0,837,82,82,4,274,34,229,19,62,17,117,0,924,349,184,18,882,120,549,48,124,25,210,6,2517,546,129,21,1205,176,261,35,82,21,102,10,2601,653,99,24,1075,170,300,34,52,18,88,0,2514,738,73,16,772,119,132,18,29,6,31,0,1939,2632,113,49,2011,356,639,64,89
LGA23670,5,0,0,5,0,0,0,3,3,44,6,62,0,0,0,9,0,5,0,4,0,7,0,28,0,5,0,4,0,3,0,6,6,20,0,51,0,0,0,0,0,3,0,16,0,22,0,35,4,3,0,3,0,0,0,14,0,35,0,70,0,8,0,10,0,10,0,35,5,47,3,117,7,12,0,22,0,37,0,71,14,87,0,253,9,42,5,29,0,93,7,80,11,100,3,373,20,69,7,80,3,185,10,123,26,175,3,713,48,110,15,229,26,307,15,115,32,187,3,1081,64,93,10,298,35,317,25,99,35,124,5,1113,134,103,12,401,39,364,25,82,12,127,0,1294,548,201,35,1110,145,718,56,161,27,207,0,3206,753,154,26,1337,154,353,50,105,19,119,0,3073,852,85,22,1154,135,351,28,55,7,75,4,2775,699,60,12,689,89,157,16,31,9,41,0,1805,2033,100,36,1448,216,569,33,61
