LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA20110,40,0,0,0,40,4,0,45,0,0,0,0,0,0,0,0,0,0,5,5,215,52,13,7,286,3,4,3,289,22,5,318,78,13,0,0,93,0,0,0,93,4,0,100,66,22,3,0,93,4,0,4,94,11,0,103,7,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,0,0,4,145,36,3,6,198,4,0,4,199,14,0,215,0,0,0,0,0,0,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,150,36,3,6,199,4,0,3,200,14,0,215,16,5,3,0,21,0,0,0,21,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,163,47,7,6,223,4,0,3,225,23,0,253,96,11,0,0,113,0,0,0,110,0,0,115,94,32,3,0,126,0,0,0,126,3,0,132
LGA20260,31,0,0,0,31,7,0,38,0,0,0,0,0,0,0,0,0,0,0,3,187,26,9,4,220,4,0,4,228,21,5,250,64,7,0,0,71,0,0,0,71,3,0,74,41,8,0,0,52,3,0,3,52,3,0,52,4,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,110,13,0,3,126,3,0,3,135,9,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,13,0,3,126,3,0,3,135,9,0,137,11,4,0,0,18,0,0,0,18,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,121,17,0,3,142,3,0,3,145,10,0,159,69,9,0,0,73,0,0,0,73,0,0,79,51,9,3,0,66,0,0,0,72,7,0,77
LGA20570,380,10,0,13,391,73,0,464,0,0,0,0,4,0,0,0,4,0,9,12,2333,320,52,23,2720,34,8,38,2759,168,14,2947,561,74,14,0,651,0,6,3,655,31,0,686,687,88,8,4,790,5,4,10,802,36,0,839,50,3,6,0,53,0,0,0,53,4,0,57,3,0,0,0,11,0,0,0,11,0,7,14,1305,166,23,8,1497,7,10,16,1515,71,6,1598,6,0,0,0,6,8,0,8,10,0,0,12,23,4,0,0,23,0,0,0,20,0,0,26,30,4,0,0,28,5,0,5,37,3,0,36,1329,164,23,9,1532,13,10,24,1548,78,6,1635,171,36,5,6,216,11,0,11,226,60,0,281,0,0,0,0,0,0,0,0,0,0,7,5,1503,203,26,15,1744,22,10,29,1774,133,8,1921,754,85,12,3,854,3,0,5,859,46,0,910,782,118,16,9,914,15,8,13,933,33,0,971
LGA20660,413,6,0,5,422,48,0,473,8,0,0,0,3,0,0,0,3,0,11,16,2906,375,41,30,3355,52,12,62,3418,154,16,3582,670,87,15,0,779,10,4,13,790,33,3,825,843,108,15,8,976,14,0,17,988,47,0,1035,35,4,4,0,40,0,0,0,40,4,0,39,10,0,0,4,15,0,0,0,15,0,0,14,1554,201,30,15,1801,27,0,31,1830,84,3,1916,14,3,3,0,15,0,0,0,13,3,0,19,23,8,0,0,28,0,0,0,28,5,0,27,32,6,3,0,45,3,0,4,42,3,0,48,1591,208,29,15,1839,28,0,38,1879,89,3,1966,193,38,3,7,248,3,5,8,250,45,0,301,0,0,0,0,5,0,0,0,5,0,5,8,1786,246,38,19,2093,34,6,39,2131,139,3,2271,991,105,23,0,1119,13,0,19,1137,66,3,1206,1013,132,11,3,1164,11,3,16,1178,46,0,1229
LGA20740,108,6,0,6,107,28,0,138,0,0,0,0,0,0,0,0,3,0,5,10,581,132,28,20,760,16,8,23,782,82,7,872,169,24,4,0,199,4,0,4,204,11,0,220,186,46,5,4,242,0,0,0,246,25,0,265,9,0,0,0,13,0,0,0,13,0,0,16,0,0,0,5,5,0,0,0,5,3,0,3,361,79,11,11,462,4,0,5,466,36,0,503,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,365,79,11,11,466,4,0,5,467,42,0,513,48,17,3,4,69,0,0,0,68,20,0,92,4,0,0,0,4,0,0,0,4,0,3,10,411,95,20,9,535,3,0,4,542,66,8,610,159,29,6,0,191,0,0,0,191,19,0,215,234,71,7,7,314,0,5,3,320,26,0,346
LGA20830,238,10,0,6,245,31,0,281,5,0,0,0,5,0,0,0,5,0,11,12,1233,175,44,31,1475,13,5,19,1494,79,16,1595,291,35,13,4,338,5,3,8,347,13,0,359,380,56,11,5,449,3,0,3,454,24,5,474,25,5,3,0,32,0,0,0,32,0,0,34,5,0,0,5,4,0,0,0,10,0,0,12,695,96,24,12,825,6,7,9,841,36,4,876,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,3,0,5,15,4,0,16,8,0,0,0,8,3,0,5,17,0,0,16,705,96,24,12,840,11,6,14,850,42,4,898,105,26,3,0,138,4,4,3,148,25,0,167,0,0,0,4,5,0,0,0,5,0,0,11,813,124,29,19,981,14,3,19,1004,63,6,1072,331,41,5,3,379,0,4,5,386,13,0,391,455,69,10,0,539,7,0,7,546,20,0,565
LGA20910,523,3,0,11,537,61,0,596,8,0,0,5,13,0,0,0,13,0,8,21,2898,294,49,32,3270,59,6,64,3334,159,11,3507,822,89,7,0,925,17,5,25,948,39,0,988,771,90,9,4,879,13,0,14,885,25,0,912,35,8,6,0,51,0,0,0,51,3,0,51,10,0,0,4,12,0,0,0,12,3,0,17,1639,195,22,10,1864,34,5,33,1895,72,0,1967,6,0,0,0,6,0,0,0,10,0,0,10,25,0,0,0,26,0,0,0,26,6,0,31,35,0,0,0,38,0,0,6,34,6,0,41,1669,193,22,10,1895,30,8,40,1929,72,0,2007,310,29,4,3,349,4,0,4,357,37,0,394,3,0,0,5,9,0,0,0,9,0,5,11,1985,225,28,14,2248,37,6,41,2295,114,7,2415,1123,112,11,4,1255,31,0,30,1286,52,3,1342,1007,147,15,7,1181,18,5,14,1193,34,0,1232
LGA21010,45,0,0,0,45,5,0,50,0,0,0,0,0,0,0,0,0,0,3,3,200,34,4,8,244,3,0,3,247,18,3,269,55,3,3,0,62,0,0,0,62,3,0,62,59,13,0,0,73,0,0,0,74,3,0,77,5,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,110,17,4,3,139,0,0,0,140,13,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,17,4,3,138,0,0,0,140,13,0,154,16,0,0,4,19,0,0,0,19,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,131,20,4,9,158,0,0,0,159,20,3,185,85,7,5,0,96,3,0,3,97,7,0,103,77,13,0,0,97,0,0,0,97,0,0,96
LGA21110,781,14,9,24,809,114,3,926,11,0,0,6,9,0,0,0,9,0,8,21,4276,471,68,50,4862,84,19,103,4963,263,20,5256,1340,109,18,5,1473,23,0,25,1498,66,4,1568,1156,153,10,3,1322,15,4,20,1340,39,0,1379,39,3,3,0,48,0,0,0,52,0,0,50,11,0,0,14,22,0,0,0,22,3,7,28,2545,273,31,21,2866,38,6,47,2913,102,7,3028,31,4,0,0,33,8,0,8,34,0,0,37,35,0,0,0,41,0,4,4,47,3,0,47,66,8,0,0,72,3,4,8,83,7,0,89,2606,278,35,23,2939,42,13,54,2994,111,7,3111,456,79,8,9,548,9,7,15,565,103,0,671,0,0,0,4,3,0,0,0,3,0,6,11,3072,358,41,31,3499,59,14,73,3568,213,20,3800,1799,175,21,9,1998,30,8,40,2038,120,3,2163,1644,264,17,16,1938,19,6,23,1967,63,0,2030
LGA21180,1083,47,11,58,1135,389,13,1532,17,0,0,10,29,0,0,0,29,0,22,53,2791,667,110,89,3655,125,39,163,3816,632,46,4496,689,80,13,7,784,16,0,17,803,75,0,885,608,136,15,6,762,13,4,20,782,74,0,862,42,4,3,0,54,3,0,3,54,8,0,56,7,0,0,15,26,0,0,0,26,3,3,29,1345,225,32,23,1624,35,3,45,1666,158,6,1834,20,12,0,0,31,14,6,20,57,6,0,63,32,9,0,0,42,5,8,18,62,14,0,70,57,22,5,0,78,17,10,33,112,17,0,131,1400,245,32,27,1702,58,21,77,1780,180,6,1965,463,164,24,27,677,28,8,36,708,266,12,987,6,0,0,0,5,0,0,0,5,0,21,29,1867,404,60,60,2387,84,24,110,2498,448,32,2976,931,121,19,8,1079,28,3,34,1106,117,0,1225,851,210,21,6,1085,21,5,32,1113,125,0,1238
LGA21270,17,0,0,0,17,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,127,7,3,0,137,4,0,4,139,8,0,147,38,0,0,0,44,0,0,0,40,0,0,40,49,0,3,0,49,0,0,0,54,6,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,84,4,3,4,93,4,0,4,91,6,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,3,4,96,4,0,4,97,4,0,99,9,0,0,0,8,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,95,4,6,4,105,4,0,4,107,7,0,117,47,0,0,0,52,0,0,0,52,0,0,52,71,4,0,0,83,0,0,0,83,0,0,85
LGA21370,117,0,0,0,118,38,0,151,0,0,0,3,3,0,0,0,3,0,0,3,782,88,17,22,910,4,4,5,915,67,0,984,204,20,4,0,230,0,0,0,236,3,0,236,243,29,3,0,283,0,0,0,281,22,0,304,9,3,3,0,9,0,0,0,12,0,0,12,0,4,0,8,13,0,0,0,13,0,0,13,459,54,9,11,530,3,0,3,534,26,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,460,54,9,11,533,3,0,3,540,26,0,564,47,12,0,0,64,0,0,0,65,18,0,82,0,0,0,0,0,0,0,0,0,0,4,4,509,68,11,10,601,8,0,8,603,40,5,647,257,26,3,0,294,0,0,6,295,7,0,301,316,38,3,0,361,0,0,0,366,17,0,380
LGA21450,697,9,6,16,710,86,4,802,11,0,0,5,18,0,0,0,18,0,19,35,3017,388,83,55,3542,45,10,59,3594,198,35,3827,684,58,5,4,756,10,0,12,763,33,0,800,777,117,17,6,912,15,3,16,931,22,0,957,36,7,7,0,52,0,0,0,52,4,0,52,8,0,0,10,16,0,0,0,10,0,7,16,1502,189,30,14,1735,26,7,27,1760,59,3,1824,18,3,0,0,22,3,0,4,25,5,0,27,21,3,0,0,26,4,0,4,28,0,0,30,37,11,0,0,47,4,0,7,54,4,0,60,1541,193,30,19,1782,26,7,32,1815,61,3,1883,308,54,6,9,374,16,6,14,388,41,0,434,5,0,0,0,3,0,0,0,3,3,13,17,1854,242,39,26,2157,39,13,50,2209,107,13,2332,871,83,12,4,961,15,0,10,975,56,0,1025,1000,135,20,9,1166,5,5,11,1176,54,0,1232
LGA21610,2771,124,38,156,2928,646,20,3594,18,3,0,23,54,0,0,0,54,7,32,99,8939,1710,208,206,11071,272,76,348,11420,1105,74,12596,1975,250,31,15,2274,45,10,58,2332,111,5,2443,1965,370,32,21,2386,32,11,43,2431,135,0,2564,110,13,25,0,151,0,0,0,149,14,0,159,23,8,3,25,55,0,4,5,58,0,6,67,4070,634,96,59,4866,76,25,105,4970,257,5,5235,38,10,0,0,49,10,0,10,54,9,0,70,78,27,0,6,102,16,6,27,126,11,0,139,115,33,0,5,156,19,9,30,182,23,0,207,4186,671,99,59,5018,100,35,133,5151,279,5,5441,1329,351,36,57,1774,68,22,92,1862,470,14,2348,11,0,0,7,23,0,0,0,23,7,24,52,5525,1024,133,134,6814,171,58,223,7038,753,50,7843,2769,356,61,11,3189,51,9,59,3250,185,3,3436,2446,455,54,27,2982,27,13,45,3032,153,0,3179
LGA21670,47,0,3,0,50,21,0,72,0,0,0,0,0,0,0,0,0,0,5,5,159,41,8,0,210,3,0,3,217,39,6,256,37,4,0,0,48,0,0,0,48,0,0,50,62,14,4,0,74,0,0,0,78,9,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,4,0,126,0,0,0,124,9,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,22,4,0,122,0,0,0,122,9,0,138,20,8,4,0,26,0,0,0,28,11,0,40,0,0,0,0,0,0,0,0,0,0,4,9,118,31,8,0,151,0,0,5,157,24,6,184,48,12,3,0,57,0,0,0,57,9,0,69,52,19,0,0,78,0,0,0,72,13,0,88
LGA21750,40,0,0,0,40,9,0,56,0,0,0,0,0,0,0,0,0,0,4,4,426,65,14,12,511,5,0,5,518,29,3,547,122,6,0,0,131,0,0,0,130,0,0,135,138,24,4,0,168,0,0,0,166,7,0,174,8,5,3,0,10,0,0,0,11,0,0,10,0,0,0,0,5,0,0,0,5,0,0,5,268,36,6,5,311,0,0,0,316,13,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,272,36,6,5,321,6,0,6,324,13,0,336,17,0,0,0,21,0,0,0,21,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,285,43,6,3,338,6,0,6,344,19,0,365,151,19,3,6,174,0,0,0,174,8,0,179,160,27,8,0,191,0,0,0,195,12,0,202
LGA21830,53,0,0,0,54,12,0,64,0,0,0,0,0,0,0,0,0,0,3,0,326,53,10,15,410,4,0,4,413,16,4,437,110,11,0,0,120,0,0,0,120,3,0,124,114,8,0,3,127,0,0,0,128,5,0,131,3,0,5,0,7,0,0,0,7,0,0,10,4,0,0,6,5,0,0,0,5,0,0,5,231,21,4,5,259,0,0,0,262,4,0,266,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,235,21,4,5,267,0,0,0,266,4,0,272,35,3,0,0,47,0,0,0,47,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,274,23,5,9,313,0,0,0,314,12,0,322,140,7,0,3,152,0,0,0,155,3,0,158,108,13,5,0,127,0,0,0,127,4,0,134
LGA21890,453,9,6,13,472,92,0,568,3,0,0,5,9,0,0,0,9,0,10,15,2419,395,50,39,2909,63,12,77,2986,187,9,3182,630,83,14,5,733,7,3,14,746,34,0,781,716,131,21,4,869,5,3,11,880,27,0,907,35,8,6,0,44,0,0,0,47,3,0,54,0,0,0,5,3,0,0,0,3,0,0,3,1384,217,43,15,1650,16,8,27,1679,67,0,1745,3,9,0,0,8,4,0,4,9,3,0,11,19,10,0,0,26,6,0,5,32,0,0,32,23,14,0,0,36,6,0,5,46,3,0,46,1402,231,43,16,1687,27,9,32,1720,74,0,1792,192,50,8,8,259,8,0,8,261,72,0,333,0,0,0,4,3,0,0,0,3,0,8,11,1600,280,51,26,1947,31,9,37,1987,147,6,2134,811,129,14,3,957,15,0,20,977,63,0,1038,896,175,11,3,1096,12,0,18,1111,43,4,1156
LGA22110,119,3,0,3,119,39,0,164,0,3,0,0,4,0,0,0,6,0,8,8,696,132,37,18,875,13,6,19,899,105,7,1009,167,21,0,3,189,4,0,4,197,12,0,202,209,54,16,0,274,0,0,0,276,26,0,302,7,3,0,0,16,0,0,0,16,0,0,16,0,0,0,3,11,0,0,0,11,0,0,11,381,78,18,14,494,3,0,3,496,40,0,533,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,4,0,0,0,5,0,0,6,6,0,0,0,4,0,0,0,5,0,0,9,391,75,18,14,499,5,0,5,503,37,0,541,55,15,7,0,77,4,0,8,84,28,0,112,0,0,0,0,0,0,0,0,0,0,5,12,446,91,23,19,578,10,0,13,585,65,8,660,216,28,6,8,254,5,0,8,267,19,0,282,262,61,10,0,336,5,0,5,338,31,0,369
LGA22170,499,7,4,12,510,83,0,596,3,0,0,0,6,0,0,0,6,0,7,16,2720,325,59,52,3161,35,11,51,3204,209,15,3433,638,73,10,4,723,5,0,7,737,34,0,771,781,110,18,3,917,8,0,8,925,36,4,957,57,0,3,0,63,3,0,3,65,3,0,70,10,0,0,3,16,0,0,0,16,0,0,16,1484,187,29,15,1718,18,6,24,1738,76,4,1824,7,0,0,0,7,0,0,0,6,0,0,12,18,0,0,0,19,0,0,0,19,0,0,22,22,0,0,0,26,0,0,0,27,0,0,28,1505,187,29,17,1738,21,6,19,1764,83,4,1851,209,37,3,7,268,9,0,6,273,58,0,335,0,0,0,0,4,0,0,0,4,0,8,9,1717,230,33,25,2004,22,6,28,2039,140,12,2189,859,97,13,9,976,18,4,15,995,53,0,1045,904,146,19,7,1080,12,0,15,1092,56,0,1151
LGA22250,35,0,0,0,30,6,0,44,0,0,0,0,0,0,0,0,0,0,3,3,198,13,0,8,223,6,0,6,220,14,3,239,50,0,0,0,54,0,0,0,54,0,0,51,63,12,0,0,70,0,0,0,70,0,0,70,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,6,6,0,0,0,6,0,0,4,112,15,0,4,132,0,0,0,132,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,15,0,4,132,0,0,0,132,3,0,136,13,6,0,0,16,0,0,0,19,11,0,22,0,0,0,0,0,0,0,0,0,0,0,4,126,15,0,10,149,0,0,0,150,11,5,166,64,3,0,0,69,0,0,0,69,3,0,67,78,7,0,0,92,0,0,0,92,0,0,92
LGA22310,548,11,0,12,559,57,7,618,9,0,0,5,19,0,0,0,18,0,10,31,3663,481,55,50,4249,76,12,90,4337,199,24,4559,1029,116,15,6,1161,23,3,28,1188,46,3,1236,986,139,9,3,1142,16,0,19,1157,33,3,1191,31,8,5,0,38,0,0,0,38,0,0,41,5,0,0,3,14,0,0,0,14,0,0,14,2050,263,30,16,2355,42,7,44,2397,83,10,2492,12,3,4,0,17,3,0,3,25,0,0,26,18,3,0,0,18,0,0,0,23,0,3,28,27,7,4,0,37,3,0,3,47,0,3,51,2082,269,33,16,2394,45,8,48,2445,83,12,2540,284,49,3,8,342,11,3,13,354,36,0,388,7,0,0,10,14,0,0,0,15,0,6,19,2366,317,36,30,2752,56,9,66,2815,117,17,2951,1326,155,14,7,1494,31,8,41,1541,70,3,1617,1250,220,19,4,1503,16,4,18,1517,47,0,1568
LGA22410,51,0,0,0,56,20,0,71,0,0,0,0,0,0,0,0,0,0,0,0,312,59,7,17,393,4,0,6,403,21,0,425,86,10,0,0,107,0,0,0,100,7,0,114,125,9,6,4,141,0,0,0,145,8,0,148,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,7,0,0,0,7,0,0,9,220,27,8,6,256,0,0,0,258,15,0,276,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,3,0,0,5,219,27,8,6,261,0,0,0,260,16,0,282,24,5,0,0,34,0,0,0,30,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,251,28,8,6,294,5,0,5,298,32,0,332,98,12,3,4,118,0,0,0,118,10,0,133,126,18,12,0,158,0,0,0,158,5,0,162
LGA22490,130,0,3,3,139,8,0,144,0,0,0,0,0,0,0,0,0,0,0,0,763,86,16,17,881,4,0,8,888,33,3,932,185,21,7,3,211,0,0,0,209,16,0,229,237,39,7,3,282,0,0,0,286,12,0,293,11,0,0,0,19,0,0,0,19,0,0,17,0,4,0,6,6,0,0,0,6,0,0,8,435,63,12,4,520,0,0,3,522,26,0,547,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,9,0,0,9,441,63,12,4,523,0,0,3,527,26,0,556,66,7,0,0,70,0,0,0,71,6,0,82,0,0,0,0,0,0,0,0,0,0,0,4,503,72,17,12,598,0,0,0,598,32,3,639,224,29,3,0,252,0,0,0,256,10,0,268,279,41,11,3,327,3,0,3,335,13,0,346
LGA22620,379,10,0,13,391,88,0,484,3,0,0,0,7,0,0,0,7,0,7,18,2386,300,73,39,2795,35,10,43,2844,199,14,3054,611,65,13,0,686,7,4,7,699,32,0,733,702,104,18,3,826,6,0,6,829,41,0,874,36,5,6,0,52,4,0,4,53,7,0,60,11,0,0,14,23,0,0,0,23,5,3,29,1353,174,36,21,1583,19,5,20,1603,80,5,1690,7,5,0,0,9,0,0,0,10,0,0,10,20,4,0,0,27,0,0,0,29,4,0,33,27,3,0,0,33,0,0,0,38,4,0,44,1382,180,36,21,1618,19,5,26,1643,82,5,1731,177,30,9,9,221,4,5,10,229,72,0,310,3,0,4,0,10,0,0,0,10,0,4,15,1565,209,46,29,1848,24,8,29,1882,162,9,2053,811,96,22,3,927,4,5,7,943,45,0,991,830,133,20,9,988,3,0,3,991,46,0,1035
