LGA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA20110,413,27,0,440,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,314,74,18,9,416,3,0,6,422,27,0,446,42,12,3,0,59,0,0,0,59,11,0,73,0,0,0,0,0,0,0,0,0,4,6,11,356,90,20,9,474,3,0,6,481,39,6,526,74,20,0,0,97,0,0,0,99,7,0,109,103,20,7,0,130,3,0,3,135,8,0,140,10,0,0,0,10,0,0,0,10,0,0,11,0,0,0,0,3,0,0,0,3,0,0,6,188,39,9,4,244,3,0,4,249,14,0,266,4,0,0,0,5,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,3,188,42,9,4,248,3,4,3,254,14,0,269,27,7,0,5
LGA20260,313,12,3,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,34,10,9,314,4,0,4,313,12,3,333,46,16,7,0,65,0,0,0,65,14,0,80,0,0,0,0,0,0,0,0,0,0,3,3,309,53,15,9,380,4,0,4,380,27,5,415,77,10,0,0,82,0,0,0,82,3,0,93,67,10,3,4,86,4,0,4,94,8,0,97,14,3,4,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,159,18,9,4,190,4,0,4,195,10,4,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,18,9,4,194,4,0,4,195,10,4,213,19,6,0,0
LGA20570,3848,127,8,3978,26,0,0,0,28,0,0,0,28,3,0,33,56,8,0,7,67,4,0,7,77,3,0,82,84,9,0,6,95,4,0,7,102,3,0,112,3336,441,76,33,3887,43,20,66,3954,131,8,4088,667,108,13,7,806,21,0,25,827,126,0,958,4,0,0,4,0,0,5,5,8,6,14,22,4009,553,92,46,4700,64,25,84,4788,266,20,5071,782,105,16,3,907,10,0,10,916,45,0,961,1129,146,26,10,1301,9,0,8,1317,48,0,1365,59,3,0,0,68,0,0,0,70,0,0,71,6,0,0,9,14,0,0,0,14,0,5,19,1983,253,41,17,2291,19,0,24,2312,98,3,2412,12,0,0,0,12,0,0,3,20,0,0,20,30,3,0,0,34,0,0,0,31,0,0,32,43,0,0,0,49,0,0,4,52,0,0,52,2024,258,41,14,2343,21,0,26,2367,96,6,2465,304,56,13,5
LGA20660,5200,137,9,5339,25,3,0,0,32,3,0,4,35,4,0,36,66,14,0,3,81,0,0,3,82,5,0,87,93,13,0,3,109,8,0,5,119,12,0,129,4567,548,82,43,5244,55,21,77,5319,141,9,5463,783,123,11,10,925,18,10,21,948,105,6,1057,4,0,0,8,18,0,0,0,18,0,19,30,5357,673,98,63,6182,75,29,100,6282,248,25,6558,1039,130,14,0,1190,16,0,21,1209,55,0,1265,1415,171,10,10,1608,19,5,19,1629,46,0,1673,51,5,13,0,71,3,0,3,68,0,0,73,12,0,0,11,15,0,0,0,15,0,0,14,2509,307,35,21,2872,44,6,48,2925,105,0,3030,13,4,0,0,25,3,0,3,28,0,0,24,32,5,0,3,41,3,0,3,41,3,0,45,50,17,0,3,63,4,0,4,70,0,0,68,2554,323,39,19,2942,44,6,54,2990,104,0,3099,346,54,4,8
LGA20740,1079,56,4,1142,0,0,0,0,5,3,0,3,4,0,0,6,4,3,0,0,13,0,0,0,11,5,0,17,8,6,0,0,14,3,0,3,15,4,0,19,827,179,47,19,1074,16,5,19,1099,63,4,1162,180,44,13,13,245,6,0,8,254,49,0,309,4,0,0,0,0,0,0,0,0,0,14,16,1011,226,63,35,1331,21,0,30,1356,113,22,1486,178,36,3,0,216,0,0,4,221,20,0,243,291,75,14,9,381,6,4,4,388,30,0,412,31,4,9,0,41,0,0,0,42,0,0,44,0,0,0,5,15,0,0,0,15,0,0,11,497,114,23,14,650,7,8,14,663,54,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,9,0,0,0,0,4,3,0,3,5,3,0,11,503,114,21,14,654,12,8,13,670,56,0,721,78,16,4,3
LGA20830,1904,85,0,1992,11,0,0,0,16,0,0,0,16,0,0,12,30,0,0,0,34,0,0,0,34,0,0,34,43,0,0,0,46,0,0,0,46,0,0,50,1620,241,35,35,1930,16,7,26,1955,91,0,2042,417,59,15,19,507,7,4,13,518,35,0,556,5,0,0,0,9,0,0,0,9,3,13,17,2041,293,46,57,2444,31,4,38,2480,127,13,2621,385,51,14,3,455,0,5,8,456,25,0,478,593,78,10,4,685,3,0,3,693,27,5,726,38,3,7,0,47,0,0,0,47,0,0,53,8,0,0,14,24,0,0,0,24,0,0,22,1021,124,34,29,1207,6,7,11,1218,51,5,1277,8,0,0,0,5,0,0,0,5,0,0,5,17,0,0,0,20,0,0,0,16,0,0,20,20,4,0,0,24,0,0,0,24,0,0,25,1040,132,34,30,1233,5,7,15,1246,52,5,1301,193,41,6,0
LGA20910,3866,113,9,3985,28,0,0,0,32,0,0,0,26,5,0,33,65,3,0,0,70,4,0,4,73,3,0,78,91,5,0,0,98,4,0,5,102,7,0,111,3489,351,40,34,3910,49,3,51,3965,122,9,4093,739,47,7,10,800,11,0,17,812,57,0,879,5,0,0,5,10,0,0,0,10,0,6,20,4235,395,45,51,4724,67,7,68,4795,179,13,4989,1197,110,23,8,1333,20,7,30,1360,65,0,1422,1113,110,13,7,1244,19,0,28,1266,28,0,1296,50,6,9,0,66,0,0,0,69,4,0,70,17,0,0,5,26,0,0,0,26,4,4,29,2373,231,39,24,2661,50,8,50,2715,101,0,2816,16,3,0,0,23,5,0,5,27,0,0,28,39,4,0,0,41,0,0,0,45,0,0,51,66,6,0,0,70,5,0,3,74,0,0,75,2437,233,39,28,2733,50,6,53,2791,98,0,2893,458,52,10,4
LGA21010,312,13,0,325,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,3,0,0,0,4,0,0,4,252,47,18,6,314,3,0,3,315,13,0,328,58,14,4,3,86,0,0,0,86,4,0,88,0,0,0,0,0,0,0,0,0,0,10,10,312,58,18,7,397,3,0,3,395,16,12,426,73,5,0,0,77,3,0,3,76,3,0,84,89,16,0,0,104,0,0,0,107,9,0,115,5,0,4,0,12,0,0,0,12,0,0,12,0,0,0,4,4,0,0,0,4,0,0,4,165,22,8,6,196,3,0,3,198,11,0,210,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,167,22,8,7,201,3,0,3,204,11,0,209,30,10,0,5
LGA21110,5726,186,11,5923,36,4,0,0,49,6,0,6,53,0,0,53,94,10,0,0,100,7,4,8,107,3,0,119,128,16,0,0,146,10,4,15,163,3,0,167,4998,662,68,55,5790,73,24,103,5890,193,11,6088,1014,158,22,14,1209,22,8,33,1238,216,3,1452,18,3,0,18,36,0,0,0,36,4,14,49,6027,825,90,90,7033,98,36,132,7162,408,21,7594,1789,159,16,6,1969,48,7,54,2027,83,4,2113,1620,217,25,6,1870,10,4,13,1885,62,3,1947,56,9,12,0,82,3,0,3,83,0,0,82,13,3,0,22,40,3,0,3,42,0,3,50,3481,395,54,35,3958,60,9,72,4033,144,13,4190,45,3,0,0,48,7,0,7,54,0,0,54,53,0,0,0,57,0,0,0,61,4,0,61,98,7,4,0,106,10,0,10,119,4,0,117,3576,401,56,33,4069,67,9,79,4147,151,13,4307,692,67,6,10
LGA21180,4559,401,23,4989,72,20,0,4,95,25,0,28,117,16,0,136,88,36,4,4,130,27,8,38,170,27,0,191,157,54,4,3,222,51,14,67,286,41,0,323,3724,736,106,101,4666,134,46,182,4851,443,23,5317,1594,523,63,78,2266,100,27,129,2395,619,27,3036,18,0,0,31,49,0,0,0,49,11,49,109,5335,1262,169,205,6981,237,75,313,7288,1068,105,8456,945,132,23,9,1106,24,6,30,1131,101,0,1233,916,235,32,7,1193,19,6,27,1214,113,6,1330,54,17,12,0,77,0,0,0,77,10,0,91,10,3,0,24,37,0,0,0,39,3,6,54,1925,386,62,40,2408,41,17,59,2465,221,16,2704,54,21,0,3,72,20,0,24,93,6,0,97,42,13,4,0,63,17,5,25,90,13,0,105,94,33,9,5,137,37,10,46,183,21,0,204,2016,421,72,45,2549,85,25,102,2652,246,16,2913,758,248,44,34
