SA1_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
20403149205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20
20403149206,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,35
20403149207,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,28,0,0,0,0,28,22,0,0,0,0,22,28,0,0,0,0,28,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,103,0,0,0,0,108
20403149208,5,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,23,12,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,51
20403149209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,32,0,0,0,0,33
20403149210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
20403149211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,36
20403149212,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,47,0,0,0,0,47
20403149213,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,0,0,39
20403149214,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,20
20403149215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,37
20403149216,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,11,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,44,0,0,0,0,47
20403149217,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,8,20,0,0,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,47,0,0,0,0,48
20403149218,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38
20403149219,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,10,0,0,0,0,10,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,46
20403149220,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,20,0,0,0,0,20,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,50,0,0,0,0,48
20403149221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,8,0,0,0,0,7,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,23
20403149222,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,8,14,4,0,0,0,11,3,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,36,15,0,0,0,52
20403149223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,28,0,0,0,0,28,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,55,0,0,0,0,59
20403149224,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,9,0,3,0,0,15,48,0,0,0,0,47,25,0,0,0,0,25,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,130,0,5,0,0,130
20403149225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,10,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,36
20403149226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24
20403149227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20403149228,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,36,6,0,0,0,42
20403149229,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,16,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,46
20403149230,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,42,0,0,0,0,42
20403149231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,18,0,0,0,0,18,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,53,0,0,0,0,53
20403149232,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,47,0,0,0,0,47
20403149233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
20403149234,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,28,4,0,0,0,30
20403149235,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,4,0,0,0,8,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,30
20403149236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20403149237,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,4,24,0,0,0,0,24,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,75,0,0,0,0,78
20403149238,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,32
20403149239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
20501107601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,18
20501107603,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
20501107604,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,6,17,0,0,0,0,17,16,0,0,0,0,20,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,100,7,0,0,0,105
20501107605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22
20501107608,6,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,6,0,0,0,0,9,26,0,0,0,0,26,35,0,0,0,0,35,34,0,0,0,0,34,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,143,0,0,0,0,145
20501107610,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,7,0,0,0,0,7,26,0,0,0,0,26,8,0,0,0,0,8,11,0,0,0,0,11,3,0,0,0,0,3,9,0,0,0,0,9,86,0,0,0,0,86
20501107611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,13,0,0,0,0,13,14,0,0,0,0,14,12,0,0,0,0,12,4,0,0,0,0,4,12,0,0,0,0,12,76,0,0,0,0,76
20501107612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,11,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,38
20501107613,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,14,0,0,0,0,14,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,60,0,0,0,0,60
20501107615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,8,0,0,0,0,8,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,7,43,0,0,0,0,43
20501107619,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,17,0,0,0,0,17,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
20501107620,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,24,23,0,0,0,0,23,24,0,0,0,0,24,31,0,0,0,0,31,20,0,0,0,0,20,8,0,0,0,0,8,10,0,0,0,0,10,141,0,0,0,0,140
20501107622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,38,6,0,0,0,50
20501107623,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
20501107624,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,33,0,0,0,0,34
20501107625,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
20501107626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
20501107627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,34,0,0,0,0,34
20501107628,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,3,0,0,0,6,8,0,0,0,0,8,7,0,0,0,0,7,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,47
20501107629,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,22,0,0,0,0,22,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78
20501107630,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,14,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,34
20501107632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23,36,0,0,0,0,37,19,0,0,0,0,17,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,94,0,0,0,0,95
20501107633,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
20501107635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,22,0,0,0,0,19,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,8,51,12,4,0,0,64
20501107636,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,0,0,0,6,18,0,0,0,0,18,32,0,0,0,0,33,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,87,3,0,0,0,95
20501107637,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,0,3,0,0,9,14,0,0,0,0,16,29,0,0,0,0,30,34,0,0,0,0,34,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,120,6,3,0,0,127
20501107638,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,20,0,0,0,0,20,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,64
20501107639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,25,0,0,0,0,25,25,0,0,0,0,25,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,86
20501107640,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,11,0,4,0,0,13,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,70,0,5,0,0,73
20501107641,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,14,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,58
20501107642,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,0,9,35,4,0,0,0,39,34,0,0,0,0,34,28,0,0,0,0,28,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,5,121,6,0,0,0,130
20501107643,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,15,0,0,0,0,15,28,0,0,0,0,28,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,91,0,0,0,0,91
20501107644,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,32
20501107645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,19,22,0,0,0,0,23,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,45,15,0,0,0,62
20501107646,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,5,21,0,0,0,0,21,35,0,0,0,0,38,15,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,5,93,9,0,0,3,100
20501107647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,15,0,0,0,0,15,40,0,0,0,0,40,54,0,0,0,0,54,17,0,0,0,0,17,4,0,0,0,0,4,6,0,0,0,0,6,9,0,0,0,0,9,159,0,0,0,0,158
20501107648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,40,0,0,0,0,40,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,94,0,0,0,0,94
20501107649,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,8,0,0,0,0,8,6,0,0,0,0,6,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,52,0,0,0,0,52
20501107650,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,18,0,0,0,0,18,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,0,0,47
20501107651,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,14,4,0,0,0,15,3,0,0,0,0,11,10,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,43,4,0,0,0,53
20501107652,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,3,5,0,5,0,0,8,14,0,4,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,7,0,0,48
20501107653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,13,0,0,0,0,13,16,0,0,0,0,16,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,55,0,0,0,0,55
20501107654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,12,0,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,42,0,0,0,0,42
