CED_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
CED201,24,3,0,26,35,4,0,0,34,5,0,7,41,6,0,47,1584,234,35,23,1879,31,9,40,1917,102,5,2019,270,61,7,0,337,3,3,10,344,67,0,413,4,0,0,0,0,0,0,0,0,0,7,11,1855,294,41,25,2219,35,13,45,2264,170,7,2445,406,65,9,3,484,10,0,4,492,35,0,527,370,93,7,0,460,11,0,11,475,36,0,516,17,4,8,0,30,0,0,0,28,7,0,34,6,0,0,4,14,0,0,0,14,0,0,12,794,160,25,15,991,16,7,20,1011,79,0,1090,11,4,0,0,10,0,0,0,9,0,0,12,16,0,0,0,16,6,0,6,18,0,0,18,22,5,0,0,29,3,0,3,32,0,0,35,811,169,26,15,1017,20,7,22,1043,79,0,1119,133,35,0,0,171,4,0,5,174,53,0,232,0,0,0,0,0,0,0,0,0,0,0,0,946,202,26,19
CED202,3,0,0,4,5,0,0,0,12,0,0,4,12,0,0,13,723,91,20,9,835,15,7,16,853,48,0,902,106,5,8,0,120,0,0,0,120,14,0,136,0,0,0,0,0,0,0,0,0,0,0,7,831,97,26,12,965,15,7,16,980,62,4,1043,99,18,5,0,122,0,0,0,122,6,0,125,114,16,0,0,132,0,4,4,134,11,0,139,13,0,0,0,14,0,0,0,14,0,0,14,0,0,0,3,6,0,0,0,6,0,0,9,226,37,3,6,275,0,4,4,275,13,0,290,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,230,34,3,6,276,0,3,3,282,13,0,295,33,4,0,0,44,0,0,0,44,19,0,58,0,0,0,0,0,0,0,0,0,0,0,4,267,40,7,6
CED203,7,0,0,7,6,3,0,0,6,4,0,4,11,0,0,11,663,89,32,10,800,11,4,17,815,53,0,863,96,21,10,3,124,0,0,0,124,45,0,170,0,0,0,0,0,0,0,0,0,0,0,0,754,117,44,11,925,11,4,17,941,100,0,1039,114,10,3,0,128,0,0,0,127,13,0,143,115,37,3,0,157,0,0,3,155,8,0,161,9,0,0,0,13,0,0,0,13,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,237,45,11,0,295,4,0,8,302,20,0,323,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,7,5,0,4,235,45,11,0,294,5,0,8,304,29,0,331,37,7,0,0,42,0,0,0,45,17,0,63,0,0,0,0,0,0,0,0,0,0,0,0,275,51,11,0
CED204,51,5,0,54,50,13,0,0,67,19,8,30,92,5,0,95,1409,231,44,23,1707,56,20,72,1777,128,0,1904,391,111,10,23,538,26,5,33,572,240,0,814,0,5,0,3,9,0,0,0,9,0,7,14,1796,345,54,48,2251,81,30,107,2355,365,5,2732,398,63,8,0,470,13,5,19,486,37,3,525,323,86,12,8,430,8,4,11,442,36,0,479,21,0,11,4,32,0,0,0,32,0,0,32,7,4,0,7,12,0,0,0,11,0,0,15,744,148,26,14,939,21,7,32,968,68,0,1038,10,3,0,0,13,11,0,11,20,3,0,24,16,10,0,0,25,7,5,11,32,6,0,37,25,13,0,0,37,12,5,15,48,7,0,58,766,161,26,18,971,34,14,50,1021,76,0,1100,235,75,7,16,333,26,0,33,366,189,0,552,0,0,0,4,4,0,0,0,4,0,4,11,1001,236,37,34
CED205,87,9,0,97,53,42,3,0,102,25,15,37,135,20,0,156,1095,284,32,26,1432,64,26,91,1519,156,10,1692,390,187,13,23,624,33,32,64,683,541,0,1226,7,4,0,12,13,0,0,0,13,0,0,14,1491,471,43,62,2069,95,55,151,2222,699,9,2933,273,63,5,0,351,13,0,15,364,46,0,410,232,77,20,4,327,10,9,12,343,49,3,389,8,6,0,0,11,0,0,0,16,3,0,14,4,0,0,12,13,0,0,0,14,3,0,18,518,144,28,15,702,23,11,30,731,103,7,833,7,6,0,0,10,0,0,3,15,5,0,22,13,9,0,0,16,7,3,13,31,16,0,50,14,13,0,0,29,8,8,20,46,25,0,68,530,159,28,17,734,29,17,45,775,119,7,905,216,90,4,14,332,21,12,39,367,384,3,759,3,8,0,5,8,0,0,0,8,3,5,21,747,253,30,41
CED206,17,0,0,13,16,0,0,0,16,3,4,6,24,0,0,23,1123,138,43,9,1310,15,9,15,1325,61,0,1387,184,32,4,0,216,5,0,8,222,33,0,255,0,0,0,0,3,0,0,0,3,0,0,3,1304,167,45,14,1526,15,9,25,1547,91,0,1646,260,27,9,0,294,4,0,4,298,16,0,311,222,46,11,0,274,3,0,3,280,18,0,291,7,6,5,0,15,0,0,0,15,5,0,22,0,0,0,7,9,0,0,0,9,0,0,8,490,74,23,4,596,8,0,8,598,39,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,74,23,5,598,8,0,8,603,39,0,638,79,15,8,3,100,0,0,0,100,30,0,137,0,0,0,0,0,0,0,0,0,0,3,3,572,88,26,5
CED207,39,7,0,44,53,11,0,0,60,8,3,14,75,9,0,81,2005,300,45,14,2361,43,5,50,2413,159,8,2576,332,75,11,7,423,8,0,4,436,111,0,540,5,0,0,0,4,0,0,0,4,0,3,8,2335,375,55,21,2789,50,9,63,2853,270,14,3135,563,85,8,3,661,21,5,30,684,55,0,744,444,104,7,0,554,6,0,3,557,57,0,615,21,0,5,0,28,0,0,0,28,0,0,30,4,0,0,0,7,0,0,0,7,5,0,5,1035,189,19,3,1246,26,4,36,1278,117,0,1398,9,7,0,0,16,3,0,6,23,0,0,23,8,0,0,0,11,0,0,0,17,4,0,17,25,12,0,0,30,4,0,6,40,4,0,40,1053,197,19,3,1278,34,7,42,1313,117,0,1436,193,51,6,4,259,0,0,0,263,132,0,391,0,0,0,5,5,0,0,0,3,0,0,5,1250,249,26,13
CED208,22,0,0,19,20,4,0,0,24,10,0,10,34,4,0,35,1043,189,26,9,1263,27,7,35,1298,88,0,1383,183,53,8,0,241,6,0,9,243,74,0,321,0,0,0,0,0,0,0,0,0,0,3,10,1221,243,33,10,1505,33,10,39,1541,164,3,1710,232,37,3,0,281,5,0,5,288,32,0,317,224,69,8,0,295,5,3,7,302,33,0,336,19,4,0,0,24,0,0,0,24,3,0,26,3,0,0,4,9,0,0,0,9,0,0,11,480,109,11,4,605,8,5,16,619,74,0,693,5,0,0,0,9,0,0,0,9,0,0,10,4,5,0,0,10,0,0,0,10,0,0,10,10,10,0,0,21,0,0,0,21,0,0,18,487,117,11,3,626,8,5,16,639,71,0,715,82,20,3,0,105,6,0,6,109,58,0,172,0,0,0,0,0,0,0,0,0,3,5,6,569,133,14,9
CED209,12,0,0,12,15,0,0,0,14,0,0,0,14,0,0,14,846,156,31,11,1044,12,0,17,1056,70,0,1128,105,11,3,4,123,0,4,3,128,27,0,157,0,0,0,0,0,0,0,0,0,0,0,0,954,160,36,13,1166,14,0,15,1186,97,0,1286,150,19,5,0,178,0,0,0,178,14,0,192,183,36,7,4,221,0,0,5,225,11,0,232,8,4,6,0,15,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,341,60,13,3,416,0,0,5,420,23,0,442,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,341,59,15,3,422,0,0,5,425,23,0,447,39,13,0,0,48,0,0,0,53,16,0,63,0,0,0,0,0,0,0,0,0,0,0,0,378,66,18,3
CED210,12,0,0,12,17,0,0,0,22,3,0,8,29,4,0,27,933,110,19,6,1067,16,7,26,1092,67,3,1163,158,34,5,4,201,4,0,5,200,61,0,268,4,0,0,0,4,0,0,0,4,0,0,0,1089,145,23,7,1265,23,8,29,1294,129,3,1428,179,22,3,3,210,3,0,3,214,14,0,231,194,33,11,0,233,0,0,0,240,19,0,255,15,0,4,0,18,0,0,0,22,0,0,21,0,0,0,5,5,0,0,0,5,0,0,7,390,58,15,4,470,8,0,8,479,33,3,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,8,0,0,8,393,61,15,4,475,8,0,9,478,34,3,521,76,12,3,4,93,3,0,3,97,35,0,134,4,0,0,0,4,0,0,0,4,0,0,4,472,68,17,12
