SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL22319,1148,1091,2241,42,44,87,0,0,5,151,155,304,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,159,171,325,9,3,6,6,0,6,218,215,428,49,54,103,1417,1357,2775
SAL22320,1230,1363,2593,26,26,50,0,3,6,120,153,268,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,155,284,0,6,7,0,0,3,150,185,341,57,76,129,1443,1622,3063
SAL22321,92,90,178,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,3,11,9,5,6,8,100,98,200
SAL22322,55,49,98,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,3,7,3,10,9,3,4,6,57,58,114
SAL22323,16,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,18,35
SAL22324,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL22325,89,85,170,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,3,4,12,15,95,103,197
SAL22326,145,160,309,3,0,3,0,4,4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,10,3,0,4,0,0,0,7,14,19,9,12,19,165,183,346
SAL22327,77,80,158,3,3,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,5,7,8,6,11,13,89,92,184
SAL22328,9037,8654,17695,508,492,1003,23,23,39,972,849,1817,25,22,42,13,8,24,0,5,6,0,4,4,6,0,4,7,3,9,0,0,0,1040,910,1951,115,111,223,43,22,60,1705,1533,3232,542,472,1011,11286,10658,21945
SAL22329,5466,5566,11035,92,100,195,5,8,10,421,382,804,4,9,17,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,401,836,57,59,116,19,16,32,604,575,1181,229,198,427,6305,6340,12639
SAL22330,14848,14876,29716,523,510,1029,37,25,61,1490,1408,2898,29,24,53,14,14,28,0,6,3,13,14,24,8,3,6,0,3,6,0,0,0,1591,1490,3085,133,161,296,52,56,103,2303,2211,4514,1780,1630,3409,18929,18714,37648
SAL22331,2003,2218,4224,66,44,111,0,3,3,136,163,303,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,175,318,7,7,12,10,4,10,216,238,453,97,117,215,2321,2569,4892
SAL22332,528,471,997,5,14,21,0,0,0,34,35,69,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,31,74,0,0,3,0,0,0,45,46,95,46,32,81,623,554,1172
SAL22333,416,399,819,11,9,18,0,0,0,33,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,66,0,0,0,0,0,0,50,44,94,21,27,50,488,473,961
SAL22334,905,975,1881,33,48,81,6,4,13,57,43,105,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,66,54,120,0,0,3,0,8,8,101,110,210,103,103,203,1106,1183,2291
SAL22335,40,29,72,3,0,3,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,9,8,16,9,9,8,54,44,100
SAL22336,18,14,28,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,4,19,17,43
SAL22337,23,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,44
SAL22338,39,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,5,3,10,0,0,0,41,32,74
SAL22339,1227,1311,2535,12,16,31,0,0,3,73,98,166,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,103,177,3,10,14,0,0,0,94,126,222,41,78,120,1359,1519,2879
SAL22340,14,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,34
SAL22341,17,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,19,21,40
SAL22342,57,46,103,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,9,14,65,56,118
SAL22343,6348,6173,12524,399,419,820,82,78,160,1758,1857,3613,58,64,121,12,10,24,18,31,53,10,12,19,4,5,12,11,4,18,0,0,0,1953,2058,4013,156,159,316,47,36,81,2549,2675,5224,885,709,1599,9788,9561,19347
SAL22344,4533,4668,9207,216,251,465,40,45,86,873,928,1802,28,24,53,5,5,13,8,13,21,3,3,7,4,3,7,3,4,9,0,0,0,964,1030,1998,62,69,131,19,13,35,1269,1358,2626,293,288,583,6099,6317,12416
SAL22345,1014,1069,2083,57,54,105,5,8,16,203,256,463,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,219,279,495,26,27,54,6,7,11,305,370,670,88,78,163,1412,1518,2927
SAL22346,1201,1270,2479,79,96,175,16,9,24,253,292,542,7,5,7,8,7,9,0,0,5,0,4,4,3,3,7,0,0,0,0,0,0,279,317,595,5,8,11,3,0,11,374,421,793,133,118,245,1706,1808,3516
SAL22347,22,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,24,21,44
SAL22348,28,18,43,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,5,6,8,3,7,35,21,59
SAL22349,156,161,318,4,3,9,0,0,0,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,0,0,0,8,7,17,13,16,23,175,187,361
SAL22350,347,343,688,9,11,20,0,0,0,32,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,57,0,0,0,0,0,0,45,39,82,27,28,50,416,408,821
SAL22351,153,140,294,3,6,20,0,0,0,15,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,32,0,0,0,0,0,0,22,27,51,12,16,25,185,178,365
SAL22352,51,44,92,0,0,3,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,3,8,11,0,3,3,54,50,106
SAL22353,22,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,19,47
SAL22354,2445,2501,4943,156,179,335,3,8,8,115,120,236,4,4,7,0,5,4,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,128,138,266,21,6,23,8,0,8,310,330,641,285,288,570,3036,3120,6155
SAL22355,102,124,226,3,4,5,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,8,8,13,14,20,29,122,150,269
SAL22356,28,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,6,33,25,61
SAL22357,44,42,84,0,0,0,3,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,8,0,9,9,9,14,67,48,110
SAL22358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22359,19,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,22,41
SAL22360,17,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,23,23,49
SAL22361,30,20,56,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,6,3,9,9,9,13,46,34,79
SAL22362,10,10,28,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,9,7,9,0,0,0,20,16,39
SAL22363,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL22364,127,130,257,8,7,17,0,0,0,13,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,25,0,0,0,0,0,0,20,23,44,6,4,7,150,152,307
SAL22365,30,17,47,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,4,4,5,3,0,6,38,23,65
SAL22366,81,78,154,0,0,3,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,4,10,12,10,8,18,93,91,186
SAL22367,49,40,85,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,5,10,10,60,41,101
SAL22368,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12
SAL22369,1180,1210,2395,91,77,167,9,10,15,101,105,207,5,8,13,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,0,0,123,120,243,0,0,0,4,0,7,212,205,415,53,68,121,1450,1485,2934
SAL22370,80,63,145,0,6,4,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,5,3,4,49,27,77,132,96,230
SAL22371,62,69,137,0,0,0,0,3,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,9,3,12,17,16,33,86,96,181
SAL22372,120,134,257,4,3,5,0,0,3,12,13,25,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,32,0,0,0,0,0,0,19,20,40,26,26,58,164,185,353
SAL22373,2262,2407,4666,82,71,154,12,14,34,251,271,524,3,8,9,3,4,12,0,6,5,3,0,6,0,0,0,0,0,4,0,0,0,283,310,594,5,5,16,3,0,3,374,392,768,131,156,289,2758,2959,5719
SAL22374,76,76,152,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,9,17,86,85,171
SAL22375,74,77,157,0,0,0,0,0,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,0,0,0,0,0,0,6,7,9,8,16,23,97,101,194
SAL22376,2716,2844,5559,135,113,252,11,11,20,338,346,687,0,0,8,0,4,4,0,4,6,0,0,0,0,3,6,0,0,0,0,0,0,359,371,730,4,9,14,0,3,6,500,498,997,109,110,217,3328,3445,6777
SAL22377,37,40,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,40,44,84
SAL22378,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,15,15,32
SAL22379,425,409,831,28,28,54,11,11,21,22,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,61,0,0,0,0,0,0,59,58,116,65,50,109,552,504,1059
SAL22380,3865,3886,7745,82,81,160,9,6,14,355,376,736,0,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,390,759,26,25,48,3,3,10,479,496,975,111,88,199,4454,4472,8926
SAL22381,448,472,912,5,7,8,0,0,0,38,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,78,0,3,5,0,0,0,45,46,94,13,18,34,502,535,1037
SAL22382,1192,1142,2337,47,51,90,8,8,17,560,576,1143,4,9,13,0,0,4,5,0,5,4,0,6,5,3,12,0,0,0,0,0,0,589,601,1189,22,21,40,4,5,10,658,671,1332,104,103,206,1951,1923,3875
SAL22383,66,65,126,0,5,8,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,3,4,10,12,3,15,82,72,157
SAL22384,44,36,82,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,4,8,10,6,14,56,49,105
SAL22385,40,33,68,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,6,0,0,0,41,39,78
SAL22386,10,11,14,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,14,20
SAL22387,109,96,202,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,0,0,0,0,0,0,6,11,13,22,17,41,139,115,254
SAL22388,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22389,111,100,210,0,0,0,0,0,0,10,18,18,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,24,0,0,0,0,0,0,6,15,24,0,0,0,120,116,235
SAL22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22391,15911,16688,32599,401,439,840,30,31,63,1503,1636,3134,11,20,34,3,3,6,4,6,14,4,6,12,5,8,12,4,5,5,0,0,0,1576,1716,3288,53,56,111,24,32,54,2057,2238,4292,728,749,1479,18695,19682,38372
SAL22392,175,155,327,0,5,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,8,12,14,8,23,193,174,365
SAL22393,123,105,225,6,5,8,0,0,0,23,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,43,0,0,0,0,0,0,31,25,59,15,10,26,169,141,306
SAL22394,185,187,368,11,15,27,0,0,0,17,29,43,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,54,0,3,3,0,0,0,36,52,90,16,20,39,242,263,501
SAL22395,3748,3641,7389,140,120,265,9,11,20,503,418,926,0,5,7,3,0,4,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,529,443,970,52,35,89,14,13,30,742,610,1352,325,253,582,4815,4509,9325
SAL22396,4855,4977,9837,120,110,235,6,8,11,484,470,955,8,4,10,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,508,487,987,44,42,88,21,19,38,690,659,1348,376,358,737,5924,5995,11916
SAL22397,7789,7778,15564,203,184,389,15,15,33,597,509,1111,6,6,13,0,8,10,0,0,6,5,0,3,0,6,8,0,0,0,0,0,0,638,538,1178,65,71,137,25,13,39,927,808,1735,556,510,1063,9267,9097,18361
SAL22398,268,245,513,16,13,23,0,3,3,25,29,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,65,0,0,0,0,0,0,42,48,94,33,31,61,341,324,666
SAL22399,5530,6110,11641,78,91,173,5,19,22,574,642,1214,4,6,6,4,3,6,7,6,12,9,0,10,0,0,0,0,0,0,0,0,0,603,672,1275,49,65,118,13,15,23,750,847,1595,182,151,326,6459,7103,13557
SAL22400,6,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,16
SAL22401,58,61,116,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,11,5,0,4,66,63,130
SAL22402,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SAL22403,63,65,128,0,0,0,0,0,0,12,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,0,0,0,0,0,0,12,12,21,4,7,6,77,75,156
SAL22404,43,47,92,0,0,0,0,0,0,0,3,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,6,11,0,4,4,50,55,103
SAL22405,4247,4613,8864,336,417,757,40,33,76,200,241,441,14,15,30,6,3,14,0,4,4,0,0,4,3,3,12,0,4,4,0,0,0,268,305,572,25,21,50,4,18,26,640,758,1399,355,412,766,5249,5786,11033
SAL22406,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
SAL22407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22408,52,51,102,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,5,9,11,8,3,11,65,58,120
SAL22409,342,327,664,19,20,35,6,0,9,39,34,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,78,0,0,3,0,0,0,59,50,117,42,29,70,439,414,852
SAL22410,91,103,195,5,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,11,4,14,12,10,18,106,117,225
SAL22411,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SAL22412,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,5,15
SAL22413,96,92,183,5,3,7,0,0,0,3,3,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,13,11,28,16,8,18,121,105,232
SAL22414,4369,4459,8830,85,81,167,4,10,8,427,417,849,17,6,27,8,3,7,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,452,442,895,28,37,66,7,14,17,583,569,1150,231,238,467,5179,5266,10444
SAL22415,8,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22
SAL22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22417,70,54,125,0,3,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,10,14,12,11,24,92,68,160
SAL22418,23,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,39
SAL22419,171,171,345,4,0,5,0,0,0,7,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,26,0,0,0,0,0,0,15,18,29,16,9,24,198,200,405
SAL22420,16,10,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,16,30
SAL22421,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20
SAL22422,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,15
SAL22423,196,155,354,0,0,0,0,0,0,17,16,32,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,19,36,0,0,0,5,0,5,18,16,45,23,33,50,234,212,447
SAL22424,104,101,209,0,0,8,10,4,8,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,14,0,0,0,0,0,0,14,10,25,5,4,9,124,116,241
SAL22425,35,40,73,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,6,7,7,16,42,50,92
SAL22426,456,471,926,16,26,41,10,5,16,40,30,63,0,6,6,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,48,38,86,8,0,8,5,0,5,81,65,143,44,55,94,579,583,1161
SAL22427,24,18,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,28,16,39
SAL22428,66,61,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,12,71,66,142
SAL22429,79,77,156,3,0,4,0,0,5,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,11,7,20,13,3,17,104,95,194
SAL22430,338,318,661,0,0,0,0,0,0,32,27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,53,0,0,0,0,0,0,35,28,58,14,12,24,382,358,746
SAL22431,252,228,479,3,0,5,0,0,0,17,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,36,0,0,0,0,0,0,20,22,45,43,31,72,315,276,595
SAL22432,9,10,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,12,25
SAL22433,132,130,259,5,4,7,0,0,0,16,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,0,0,0,0,0,0,23,19,44,5,7,14,158,157,317
