POW_SA2_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
206011496,0,0,4,5,0,0,0,0,0,16,0,0,0,4,0,4,0,0,0,15,4,0,0,0,0,0,3,0,3,19,4,0,3,0,8,0,0,0,0,13,4,0,0,0,0,3,0,0,0,14,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,16,25,20,19,3,6,3,111,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,8,0,3,0,7,0,23,3,0,3,16,0,4,0,0,0,33,0,0,3,15,3,0,0,8,0,44,6,3,21,31,3,6,3,10,0,86,4,5,42,25,7,5,3,8,4,106,13,12,46,36,11,15,11,14,0,156,18,3,65,25,12,16,8,4,4,164
206011497,0,0,0,4,0,6,0,0,0,14,0,0,0,4,0,3,0,0,0,15,0,0,0,3,3,0,0,0,0,13,3,0,0,0,5,0,0,0,0,9,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,8,9,31,13,11,8,0,0,100,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,0,5,7,3,6,0,3,0,27,0,0,6,13,6,3,0,0,0,33,3,0,12,16,5,3,0,8,0,48,3,3,20,19,4,5,0,5,0,59,4,4,14,35,9,8,0,6,0,90,4,0,34,33,15,0,4,0,0,106,11,8,30,27,21,12,4,5,0,122
206011498,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,13,0,4,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,6,0,0,0,0,5,0,0,3,8,0,0,0,0,0,11,0,0,10,11,0,4,0,3,0,30,0,0,10,11,4,0,3,3,0,27,0,0,22,10,0,0,0,0,0,41,6,8,20,12,11,0,0,8,0,58
206021110,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,4,0,4,0,16,0,0,3,5,8,0,0,0,0,15,4,0,3,0,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,11,6,17,10,3,3,0,78,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,3,9,7,0,8,0,0,0,18,0,0,6,5,4,3,0,8,0,20,3,5,21,8,5,0,0,3,0,48,4,4,21,9,10,6,3,5,0,59,8,3,53,9,8,8,7,5,0,93,9,3,73,8,23,5,10,6,0,131
206021112,4,0,0,3,3,0,0,0,0,8,3,0,0,8,0,0,0,0,0,13,0,0,4,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,8,9,21,12,4,0,6,0,87,0,0,6,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,0,0,8,0,0,0,8,0,16,0,0,8,16,4,0,0,5,0,33,0,0,9,14,4,4,0,4,0,38,0,3,12,12,6,6,0,9,0,46,5,5,31,27,3,0,3,7,0,84,4,10,39,31,7,4,12,5,0,116,16,8,53,35,14,3,4,10,0,140
206021499,0,0,0,3,4,0,0,0,0,6,0,4,0,9,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,18,4,9,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,12,3,0,0,12,0,0,0,0,0,14,0,5,6,17,0,0,0,0,0,30,4,0,23,15,6,4,0,0,0,57,8,0,36,19,6,3,0,9,5,81,15,10,31,14,6,7,0,0,0,77
206021500,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,8,4,5,14,6,3,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,3,4,0,0,6,0,0,0,7,0,0,0,8,4,4,0,0,0,17,0,5,14,12,4,0,3,0,0,31,3,0,10,19,3,0,3,0,0,45,6,4,18,7,3,9,0,4,0,50,0,4,37,9,3,0,3,0,0,63
206031113,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,10,7,9,0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,3,4,3,0,0,0,0,10,0,0,0,5,0,0,0,0,0,12,0,0,5,0,0,3,6,4,0,21,0,0,8,13,10,4,0,0,0,40,8,3,20,21,6,8,3,5,0,59,4,5,15,17,0,3,5,8,0,56,7,4,22,16,7,5,0,0,0,50
206031115,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,8,0,3,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,12,9,6,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,5,9,4,3,0,0,0,15,0,0,5,10,0,6,0,5,0,22,3,6,3,13,3,6,0,7,0,37,3,4,8,15,6,0,5,13,0,47,5,0,22,8,4,0,0,10,0,53
206031116,0,0,0,10,0,0,0,5,0,12,0,0,4,8,10,5,0,0,0,28,0,0,0,5,0,0,0,0,0,14,0,0,0,5,7,0,0,0,0,9,0,5,0,0,3,0,0,0,0,9,3,3,0,0,3,0,0,0,0,11,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,13,13,34,30,8,0,11,0,137,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,6,4,0,3,0,5,0,27,0,0,3,16,3,4,0,0,0,30,3,0,12,20,8,4,0,6,0,48,3,0,17,18,9,12,0,8,3,69,3,4,30,39,19,12,0,6,0,118,12,11,54,57,17,9,0,0,3,165,16,13,45,44,34,0,0,9,0,166
206031501,0,0,0,5,5,0,0,0,0,12,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,6,18,20,7,0,6,3,67,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,10,0,0,5,14,0,0,0,4,0,27,4,3,11,19,7,0,0,8,0,52,0,0,20,22,9,0,0,4,0,56,4,0,28,21,7,6,0,0,0,69,10,5,40,14,14,3,0,5,4,94
206031502,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,13,0,0,0,5,6,0,0,0,0,20,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4,20,18,8,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,0,0,6,0,12,0,0,3,10,0,0,0,0,0,11,0,0,4,3,9,5,0,4,0,24,5,0,7,8,4,3,0,9,0,36,0,0,12,14,7,0,0,9,0,53,9,0,36,14,9,14,0,3,0,80,13,0,24,19,17,9,4,8,0,95
206041117,0,0,0,11,0,0,0,4,0,18,5,0,3,8,6,0,0,6,0,31,0,3,7,10,15,0,0,4,0,37,8,9,0,0,6,0,0,5,0,18,0,5,0,0,4,0,0,0,0,10,0,4,0,0,3,0,0,0,0,12,3,5,0,0,3,0,0,0,0,22,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,30,13,44,45,13,4,17,3,191,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,3,3,0,5,6,3,0,5,0,22,0,6,8,12,3,3,0,9,0,35,4,3,8,25,9,4,0,6,0,54,3,9,16,35,15,3,3,11,0,94,9,6,25,56,18,5,5,19,0,136,20,5,47,48,26,13,0,8,0,164,22,16,59,41,46,9,4,8,4,209
206041118,0,3,0,0,12,3,0,0,0,28,7,9,5,6,19,0,0,0,0,46,8,17,6,5,54,5,5,4,5,101,4,17,0,9,65,4,3,0,5,113,10,36,4,9,62,10,4,0,0,123,10,28,3,3,44,4,5,0,3,103,51,86,20,16,38,6,15,0,0,235,17,23,0,7,9,3,10,0,0,64,32,28,0,5,6,4,3,0,0,80,0,0,0,0,4,0,0,0,4,6,150,251,42,76,317,41,34,14,17,946,0,0,6,3,12,0,0,0,8,31,0,0,0,3,0,3,0,0,3,12,0,0,0,10,0,5,0,8,0,26,3,4,7,17,3,4,3,7,0,44,0,0,9,13,5,9,0,15,3,60,4,10,8,17,35,14,3,19,12,121,11,11,23,16,54,16,3,24,11,170,22,15,38,32,138,11,7,22,11,296,23,72,74,62,280,34,8,11,14,569
206041119,0,0,0,4,3,0,0,0,0,10,3,3,0,12,9,0,0,0,0,31,3,3,3,5,7,0,0,0,0,25,0,6,0,10,12,0,0,0,0,29,6,0,5,0,14,0,0,0,0,28,5,0,0,0,7,0,0,0,0,21,8,11,0,5,3,0,0,0,0,30,0,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,29,30,16,49,67,5,6,10,5,220,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,12,0,0,3,8,7,0,0,5,0,16,0,4,0,13,0,0,0,8,4,27,0,0,3,12,8,3,0,4,4,32,0,3,15,23,12,3,0,14,6,80,0,7,20,31,24,0,0,17,0,103,11,13,31,22,29,0,4,17,0,134,9,6,55,40,66,0,12,11,7,213
206041120,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,0,0,0,0,14,0,0,5,5,0,0,0,11,0,25,0,0,8,4,0,0,0,5,0,18
206041121,0,0,4,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,4,3,0,0,0,0,10,4,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,5,0,6,0,5,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,8,14,17,14,6,6,14,0,84,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,11,0,0,3,4,0,0,0,3,0,14,0,0,3,4,0,0,0,4,0,13,0,6,7,11,4,0,0,9,4,37,3,0,17,7,4,4,4,10,0,48,5,4,36,10,8,0,10,16,0,85,12,5,42,9,13,9,17,18,3,132
206041124,0,0,0,5,10,0,0,4,0,28,3,0,3,17,11,0,0,5,0,36,0,5,9,9,15,0,0,9,0,45,0,4,6,8,14,0,5,0,0,34,0,4,7,4,16,0,0,0,0,28,5,6,3,3,11,0,0,0,0,20,7,5,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,31,54,87,0,6,22,4,255,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,0,4,0,6,0,4,0,4,0,16,0,0,3,10,0,0,0,3,4,23,0,5,5,16,10,0,0,5,4,48,0,6,13,39,17,0,0,16,4,95,4,6,25,46,31,3,6,35,6,157,4,3,40,77,46,3,6,46,8,237,16,11,57,110,72,5,15,23,9,315
206041125,0,0,0,5,0,0,0,3,0,16,0,0,0,5,3,0,0,4,0,23,4,3,3,12,11,3,0,3,3,44,3,4,0,3,5,4,0,0,0,24,5,7,0,3,5,0,0,0,0,18,4,7,3,0,5,0,0,0,0,13,6,3,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,30,36,13,37,49,16,0,20,4,202,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,8,0,0,3,7,0,3,0,5,0,12,0,0,0,9,0,0,0,0,0,15,0,0,5,12,6,0,0,7,0,33,0,0,12,28,13,0,0,8,0,57,8,4,10,32,9,4,5,20,0,76,4,4,18,63,38,3,4,13,4,148,19,6,52,56,50,4,14,20,4,219
206041127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0,0,7,3,0,12,0,0,0,0,3,0,4,0,0,7,0,0,0,0,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,4,0,22,0,0,0,0,0,0,6,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,3,13,0,34,12,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,12,0,0,3,6,0,0,15,3,0,34,0,0,0,4,9,4,13,4,0,38,5,0,10,3,16,0,33,5,0,76
206041503,3,6,5,11,18,6,8,6,0,58,13,0,3,12,22,11,0,0,0,73,17,11,10,7,37,16,0,6,3,102,15,22,7,12,40,8,0,0,0,109,11,27,3,4,48,10,0,0,7,98,27,32,8,4,46,9,5,8,0,129,57,85,18,7,44,12,8,0,7,223,21,20,3,0,5,4,0,0,0,53,54,33,0,0,13,14,0,0,3,117,5,0,0,0,0,0,0,0,0,3,225,233,76,76,296,107,13,56,21,1091,3,0,3,4,3,6,0,0,4,23,0,0,7,3,6,9,0,4,6,21,0,0,5,15,3,7,0,11,0,43,5,7,21,29,12,26,5,18,3,110,0,8,23,43,16,25,0,24,3,137,10,13,45,59,27,52,5,24,6,245,17,14,70,76,60,56,0,37,3,349,33,40,144,78,119,58,6,30,14,525,74,59,201,97,252,67,3,23,19,791
206041504,4,0,0,6,7,5,0,0,4,21,0,5,0,6,6,7,0,6,0,32,3,0,3,4,24,0,0,0,0,43,0,6,0,0,12,4,0,0,0,31,4,9,0,3,13,0,0,0,0,27,0,10,4,0,4,8,0,0,0,31,17,15,0,3,5,3,0,0,0,41,4,0,0,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,48,50,16,27,83,36,4,10,9,281,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,6,0,0,0,8,0,0,0,7,4,12,0,3,0,21,0,0,11,15,3,5,0,3,0,41,0,0,4,8,10,11,4,14,3,58,4,8,16,25,16,20,0,11,0,99,7,10,27,16,23,17,0,17,3,118,19,16,25,23,57,19,4,21,5,178,22,30,40,17,93,23,4,11,3,243
206041505,0,3,3,12,26,4,3,6,0,59,3,3,0,9,35,8,4,5,0,75,9,8,8,7,80,3,3,8,0,137,7,24,4,6,80,6,0,0,0,127,13,34,6,3,74,4,0,0,0,149,18,28,7,4,33,7,3,0,3,105,59,74,4,4,41,10,23,0,8,226,15,9,0,0,6,0,9,0,0,44,44,36,0,0,8,7,3,0,0,101,0,0,0,0,5,0,0,0,6,10,182,231,50,72,411,60,57,45,23,1133,0,0,4,0,7,4,0,6,5,28,0,3,0,7,0,0,0,5,3,21,0,3,0,18,14,5,0,6,4,58,3,10,18,26,8,8,4,9,3,81,5,6,17,22,30,11,0,14,6,104,8,12,31,48,52,19,9,43,6,225,7,37,44,61,130,23,11,34,11,353,29,47,91,87,217,41,6,42,15,571,75,86,113,73,387,34,10,21,25,818
206041506,0,0,0,0,0,0,0,5,0,16,5,0,7,4,4,0,0,6,0,24,3,3,4,4,6,0,0,0,0,24,3,0,0,3,12,0,0,0,0,21,4,3,4,0,6,3,0,0,0,15,3,0,0,0,8,0,0,0,0,11,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,23,18,23,27,40,12,3,21,5,165,0,0,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,3,3,4,0,0,5,0,14,0,0,0,0,3,3,0,6,0,22,6,3,10,17,6,0,0,4,4,48,0,7,17,6,8,0,4,12,0,61,4,3,34,13,11,8,4,19,0,98,7,6,64,12,30,7,17,19,0,163,21,10,108,16,49,10,11,17,0,250
206041507,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,10
206041508,0,0,0,0,0,0,0,6,0,8,7,0,0,15,6,3,0,7,0,46,6,6,7,13,14,8,0,0,0,56,4,0,3,11,10,4,0,0,0,33,9,6,3,15,9,0,0,3,0,47,13,6,0,7,12,0,0,0,0,35,9,18,4,3,4,0,0,0,0,38,8,6,0,0,0,0,0,0,0,13,15,12,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,61,61,26,85,58,26,3,25,7,350,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,6,0,0,0,14,0,0,4,9,0,6,0,9,3,28,0,0,0,17,8,8,0,13,0,53,5,5,8,20,6,11,0,14,0,58,4,6,19,40,14,16,0,21,0,120,7,5,18,76,17,8,0,29,3,167,13,16,73,96,31,15,9,21,3,277,30,18,88,137,61,14,6,15,3,373
